# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  879       2.936133272614e-10       2.380233987744e-12       6.173993094800e-12       0.000000000000e+00       9.390943109061e-15       3.160016967064e-15       9.946127248708e-17 
  880       2.920718813797e-10       2.415022515807e-12       6.329441680296e-12       0.000000000000e+00       9.350968948544e-15       3.134862970248e-15       1.027802013949e-16 
  881       2.905176256606e-10       2.450343848416e-12       6.480874018646e-12       0.000000000000e+00       9.311204321725e-15       3.109697097149e-15       1.060627878377e-16 
  882       2.889510421712e-10       2.486184460572e-12       6.628223029429e-12       0.000000000000e+00       9.271647526622e-15       3.084525776017e-15       1.093087754956e-16 
  883       2.873726176693e-10       2.522530684323e-12       6.771421230446e-12       0.000000000000e+00       9.232296828618e-15       3.059355489793e-15       1.125179078538e-16 
  884       2.857828436174e-10       2.559368708345e-12       6.910400736789e-12       0.000000000000e+00       9.193150460355e-15       3.034192776261e-15       1.156899282042e-16 
  885       2.841822161955e-10       2.596684577518e-12       7.045093259906e-12       0.000000000000e+00       9.154206621614e-15       3.009044228199e-15       1.188245796466e-16 
  886       2.825712363150e-10       2.634464192507e-12       7.175430106670e-12       0.000000000000e+00       9.115463479207e-15       2.983916493527e-15       1.219216050912e-16 
  887       2.809504096321e-10       2.672693309334e-12       7.301342178441e-12       0.000000000000e+00       9.076919166864e-15       2.958816275456e-15       1.249807472593e-16 
  888       2.793202465609e-10       2.711357538962e-12       7.422759970140e-12       0.000000000000e+00       9.038571785119e-15       2.933750332636e-15       1.280017486858e-16 
  889       2.776812622871e-10       2.750442346872e-12       7.539613569311e-12       0.000000000000e+00       9.000419401198e-15       2.908725479309e-15       1.309843517203e-16 
  890       2.760339767814e-10       2.789933052638e-12       7.651832655186e-12       0.000000000000e+00       8.962460048907e-15       2.883748585455e-15       1.339282985291e-16 
  891       2.743788950323e-10       2.829814770981e-12       7.759359119636e-12       0.000000000000e+00       8.924691968873e-15       2.858825660014e-15       1.368334207116e-16 
  892       2.727164473621e-10       2.870072234706e-12       7.862185158515e-12       0.000000000000e+00       8.887114333821e-15       2.833959083787e-15       1.396999097565e-16 
  893       2.710470481597e-10       2.910689968030e-12       7.960315802604e-12       0.000000000000e+00       8.849726534961e-15       2.809150331491e-15       1.425280510203e-16 
  894       2.693711155827e-10       2.951652344408e-12       8.053756353279e-12       0.000000000000e+00       8.812527942629e-15       2.784400884589e-15       1.453181345298e-16 
  895       2.676890715683e-10       2.992943586107e-12       8.142512383482e-12       0.000000000000e+00       8.775517906212e-15       2.759712231299e-15       1.480704549965e-16 
  896       2.660013418434e-10       3.034547763775e-12       8.226589738690e-12       0.000000000000e+00       8.738695754074e-15       2.735085866610e-15       1.507853118325e-16 
  897       2.643083559351e-10       3.076448796010e-12       8.305994537893e-12       0.000000000000e+00       8.702060793477e-15       2.710523292284e-15       1.534630091652e-16 
  898       2.626105471813e-10       3.118630448928e-12       8.380733174565e-12       0.000000000000e+00       8.665612310503e-15       2.686026016877e-15       1.561038558526e-16 
  899       2.609083527410e-10       3.161076335735e-12       8.450812317634e-12       0.000000000000e+00       8.629349569982e-15       2.661595555743e-15       1.587081654990e-16 
  900       2.592022136050e-10       3.203769916291e-12       8.516238912458e-12       0.000000000000e+00       8.593271815414e-15       2.637233431046e-15       1.612762564692e-16 
  901       2.574925746059e-10       3.246694496687e-12       8.577020181795e-12       0.000000000000e+00       8.557378268891e-15       2.612941171774e-15       1.638084519047e-16 
  902       2.557798844290e-10       3.289833228806e-12       8.633163626778e-12       0.000000000000e+00       8.521668131020e-15       2.588720313744e-15       1.663050797381e-16 
  903       2.540645956225e-10       3.333169109898e-12       8.684677027886e-12       0.000000000000e+00       8.486140580852e-15       2.564572399620e-15       1.687664727090e-16 
  904       2.523471646079e-10       3.376684982148e-12       8.731568445915e-12       0.000000000000e+00       8.450794775798e-15       2.540498978918e-15       1.711929683787e-16 
  905       2.506280516908e-10       3.420363532243e-12       8.773846222957e-12       0.000000000000e+00       8.415629851560e-15       2.516501608021e-15       1.735849091453e-16 
  906       2.489077210708e-10       3.464187290944e-12       8.811518983363e-12       0.000000000000e+00       8.380644922048e-15       2.492581850187e-15       1.759426422594e-16 
  907       2.471866408525e-10       3.508138632655e-12       8.844595634724e-12       0.000000000000e+00       8.345839079309e-15       2.468741275559e-15       1.782665198390e-16 
  908       2.454652830555e-10       3.552199774988e-12       8.873085368840e-12       0.000000000000e+00       8.311211393447e-15       2.444981461180e-15       1.805568988846e-16 
  909       2.437441236254e-10       3.596352778339e-12       8.896997662693e-12       0.000000000000e+00       8.276760912548e-15       2.421303991003e-15       1.828141412946e-16 
  910       2.420236424434e-10       3.640579545453e-12       8.916342279419e-12       0.000000000000e+00       8.242486662604e-15       2.397710455896e-15       1.850386138802e-16 
  911       2.403043233377e-10       3.684861820993e-12       8.931129269281e-12       0.000000000000e+00       8.208387647437e-15       2.374202453660e-15       1.872306883812e-16 
  912       2.385866540932e-10       3.729181191111e-12       8.941368970642e-12       0.000000000000e+00       8.174462848620e-15       2.350781589038e-15       1.893907414803e-16 
  913       2.368711264625e-10       3.773519083016e-12       8.947072010940e-12       0.000000000000e+00       8.140711225403e-15       2.327449473723e-15       1.915191548191e-16 
  914       2.351582361757e-10       3.817856764545e-12       8.948249307653e-12       0.000000000000e+00       8.107131714637e-15       2.304207726372e-15       1.936163150129e-16 
  915       2.334484829518e-10       3.862175343731e-12       8.944912069281e-12       0.000000000000e+00       8.073723230694e-15       2.281057972615e-15       1.956826136658e-16 
  916       2.317423705080e-10       3.906455768370e-12       8.937071796313e-12       0.000000000000e+00       8.040484665397e-15       2.258001845067e-15       1.977184473864e-16 
  917       2.300404065712e-10       3.950678825596e-12       8.924740282200e-12       0.000000000000e+00       8.007414887935e-15       2.235040983338e-15       1.997242178024e-16 
  918       2.283431028878e-10       3.994825141444e-12       8.907929614329e-12       0.000000000000e+00       7.974512744797e-15       2.212177034045e-15       2.017003315760e-16 
  919       2.266509752343e-10       4.038875180422e-12       8.886652174995e-12       0.000000000000e+00       7.941777059685e-15       2.189411650821e-15       2.036472004193e-16 
  920       2.249645434279e-10       4.082809245083e-12       8.860920642373e-12       0.000000000000e+00       7.909206633445e-15       2.166746494328e-15       2.055652411093e-16 
  921       2.232843313368e-10       4.126607475589e-12       8.830747991494e-12       0.000000000000e+00       7.876800243989e-15       2.144183232267e-15       2.074548755029e-16 
  922       2.216108668906e-10       4.170249849283e-12       8.796147495212e-12       0.000000000000e+00       7.844556646216e-15       2.121723539388e-15       2.093165305527e-16 
  923       2.199446820909e-10       4.213716180258e-12       8.757132725180e-12       0.000000000000e+00       7.812474571939e-15       2.099369097501e-15       2.111506383216e-16 
  924       2.182863130217e-10       4.256986118928e-12       8.713717552824e-12       0.000000000000e+00       7.780552729806e-15       2.077121595489e-15       2.129576359982e-16 
  925       2.166362998599e-10       4.300039151593e-12       8.665916150310e-12       0.000000000000e+00       7.748789805224e-15       2.054982729316e-15       2.147379659119e-16 
  926       2.149951868854e-10       4.342854600012e-12       8.613742991525e-12       0.000000000000e+00       7.717184460286e-15       2.032954202039e-15       2.164920755484e-16 
  927       2.133635224923e-10       4.385411620971e-12       8.557212853040e-12       0.000000000000e+00       7.685735333689e-15       2.011037723821e-15       2.182204175646e-16 
  928       2.117418591984e-10       4.427689205851e-12       8.496340815092e-12       0.000000000000e+00       7.654441040663e-15       1.989235011937e-15       2.199234498039e-16 
  929       2.101307536564e-10       4.469666180200e-12       8.431142262550e-12       0.000000000000e+00       7.623300172889e-15       1.967547790790e-15       2.216016353113e-16 
  930       2.085307666639e-10       4.511321203299e-12       8.361632885889e-12       0.000000000000e+00       7.592311298429e-15       1.945977791919e-15       2.232554423486e-16 
  931       2.069424069974e-10       4.552634507525e-12       8.287835521445e-12       0.000000000000e+00       7.561473130522e-15       1.924526342711e-15       2.248851899752e-16 
  932       2.053659619263e-10       4.593593147186e-12       8.209800787764e-12       0.000000000000e+00       7.530785037039e-15       1.903193125455e-15       2.264905821044e-16 
  933       2.038016640610e-10       4.634185831156e-12       8.127586774854e-12       0.000000000000e+00       7.500246538869e-15       1.881977398848e-15       2.280711661690e-16 
  934       2.022497472915e-10       4.674401190355e-12       8.041252236160e-12       0.000000000000e+00       7.469857141713e-15       1.860878407481e-15       2.296264868874e-16 
  935       2.007104467905e-10       4.714227777563e-12       7.950856590484e-12       0.000000000000e+00       7.439616336032e-15       1.839895381794e-15       2.311560862570e-16 
  936       1.991839990153e-10       4.753654067225e-12       7.856459923900e-12       0.000000000000e+00       7.409523596989e-15       1.819027538029e-15       2.326595035486e-16 
  937       1.976706417112e-10       4.792668455264e-12       7.758122991676e-12       0.000000000000e+00       7.379578384403e-15       1.798274078187e-15       2.341362752999e-16 
  938       1.961706139136e-10       4.831259258892e-12       7.655907220192e-12       0.000000000000e+00       7.349780142691e-15       1.777634189978e-15       2.355859353094e-16 
  939       1.946841559513e-10       4.869414716414e-12       7.549874708857e-12       0.000000000000e+00       7.320128300817e-15       1.757107046777e-15       2.370080146302e-16 
  940       1.932115094484e-10       4.907122987045e-12       7.440088232026e-12       0.000000000000e+00       7.290622272239e-15       1.736691807578e-15       2.384020415640e-16 
  941       1.917529173278e-10       4.944372150715e-12       7.326611240924e-12       0.000000000000e+00       7.261261454853e-15       1.716387616948e-15       2.397675416547e-16 
  942       1.903086238133e-10       4.981150207881e-12       7.209507865559e-12       0.000000000000e+00       7.232045230946e-15       1.696193604980e-15       2.411040376825e-16 
  943       1.888788744325e-10       5.017445079337e-12       7.088842916644e-12       0.000000000000e+00       7.202972967137e-15       1.676108887249e-15       2.424110496573e-16 
  944       1.874639160196e-10       5.053244606020e-12       6.964681887511e-12       0.000000000000e+00       7.174044014328e-15       1.656132564763e-15       2.436880948133e-16 
  945       1.860639967176e-10       5.088536548828e-12       6.837090956035e-12       0.000000000000e+00       7.145257707647e-15       1.636263723920e-15       2.449346876019e-16 
  946       1.846793659817e-10       5.123308588421e-12       6.706136986550e-12       0.000000000000e+00       7.116613366399e-15       1.616501436459e-15       2.461503396862e-16 
  947       1.833102745812e-10       5.157548325035e-12       6.571887531766e-12       0.000000000000e+00       7.088110294012e-15       1.596844759417e-15       2.473345599346e-16 
  948       1.819569746030e-10       5.191243278294e-12       6.434410834690e-12       0.000000000000e+00       7.059747777981e-15       1.577292735082e-15       2.484868544148e-16 
  949       1.806197194535e-10       5.224380887014e-12       6.293775830542e-12       0.000000000000e+00       7.031525089819e-15       1.557844390945e-15       2.496067263872e-16 
  950       1.792987638618e-10       5.256948509020e-12       6.150052148676e-12       0.000000000000e+00       7.003441485001e-15       1.538498739655e-15       2.506936762994e-16 
  951       1.779943638822e-10       5.288933420949e-12       6.003310114496e-12       0.000000000000e+00       6.975496202913e-15       1.519254778977e-15       2.517472017793e-16 
  952       1.767067768968e-10       5.320322818064e-12       5.853620751376e-12       0.000000000000e+00       6.947688466798e-15       1.500111491738e-15       2.527667976297e-16 
  953       1.754362616184e-10       5.351103814063e-12       5.701055782580e-12       0.000000000000e+00       6.920017483702e-15       1.481067845789e-15       2.537519558213e-16 
  954       1.741830780930e-10       5.381263440889e-12       5.545687633177e-12       0.000000000000e+00       6.892482444424e-15       1.462122793952e-15       2.547021654874e-16 
  955       1.729474877024e-10       5.410788648538e-12       5.387589431959e-12       0.000000000000e+00       6.865082523458e-15       1.443275273982e-15       2.556169129170e-16 
  956       1.717297531672e-10       5.439666304873e-12       5.226835013367e-12       0.000000000000e+00       6.837816878946e-15       1.424524208512e-15       2.564956815492e-16 
  957       1.705301385492e-10       5.467883195428e-12       5.063498919398e-12       0.000000000000e+00       6.810684652621e-15       1.405868505012e-15       2.573379519666e-16 
  958       1.693489092541e-10       5.495426023224e-12       4.897656401533e-12       0.000000000000e+00       6.783684969753e-15       1.387307055746e-15       2.581432018893e-16 
  959       1.681863320345e-10       5.522281408573e-12       4.729383422651e-12       0.000000000000e+00       6.756816939101e-15       1.368838737718e-15       2.589109061690e-16 
  960       1.670426749920e-10       5.548435888893e-12       4.558756658949e-12       0.000000000000e+00       6.730079652854e-15       1.350462412631e-15       2.596405367822e-16 
  961       1.659182075805e-10       5.573875918516e-12       4.385853501860e-12       0.000000000000e+00       6.703472186582e-15       1.332176926843e-15       2.603315628249e-16 
  962       1.648132006083e-10       5.598587868495e-12       4.210752059969e-12       0.000000000000e+00       6.676993599182e-15       1.313981111315e-15       2.609834505055e-16 
  963       1.637279262412e-10       5.622558026417e-12       4.033531160937e-12       0.000000000000e+00       6.650642932825e-15       1.295873781570e-15       2.615956631393e-16 
  964       1.626626580052e-10       5.645772596215e-12       3.854270353414e-12       0.000000000000e+00       6.624419212901e-15       1.277853737645e-15       2.621676611423e-16 
  965       1.616176707889e-10       5.668217697971e-12       3.673049908960e-12       0.000000000000e+00       6.598321447969e-15       1.259919764043e-15       2.626989020246e-16 
  966       1.605932408461e-10       5.689879367732e-12       3.489950823965e-12       0.000000000000e+00       6.572348629703e-15       1.242070629694e-15       2.631888403846e-16 
  967       1.595896457990e-10       5.710743557318e-12       3.305054821564e-12       0.000000000000e+00       6.546499732836e-15       1.224305087898e-15       2.636369279027e-16 
  968       1.586071646405e-10       5.730796134130e-12       3.118444353556e-12       0.000000000000e+00       6.520773715113e-15       1.206621876289e-15       2.640426133353e-16 
  969       1.576460777368e-10       5.750022880964e-12       2.930202602327e-12       0.000000000000e+00       6.495169517233e-15       1.189019716785e-15       2.644053425084e-16 
  970       1.567066668302e-10       5.768409495815e-12       2.740413482761e-12       0.000000000000e+00       6.469686062796e-15       1.171497315541e-15       2.647245583114e-16 
  971       1.557891589558e-10       5.785943987137e-12       2.549159210181e-12       0.000000000000e+00       6.444322381846e-15       1.154053752551e-15       2.649998998314e-16 
  972       1.548935572598e-10       5.802623899464e-12       2.356512960196e-12       0.000000000000e+00       6.419077983635e-15       1.136689656973e-15       2.652318030481e-16 
  973       1.540198076417e-10       5.818449196088e-12       2.162546102253e-12       0.000000000000e+00       6.393952489355e-15       1.119406049389e-15       2.654209091616e-16 
  974       1.531678546055e-10       5.833419873587e-12       1.967330625224e-12       0.000000000000e+00       6.368945509025e-15       1.102203953769e-15       2.655678662904e-16 
  975       1.523376412547e-10       5.847535961937e-12       1.770939139010e-12       0.000000000000e+00       6.344056641444e-15       1.085084397468e-15       2.656733294908e-16 
  976       1.515291092885e-10       5.860797524624e-12       1.573444876152e-12       0.000000000000e+00       6.319285474161e-15       1.068048411236e-15       2.657379607759e-16 
  977       1.507421989968e-10       5.873204658764e-12       1.374921693441e-12       0.000000000000e+00       6.294631583435e-15       1.051097029217e-15       2.657624291348e-16 
  978       1.499768492561e-10       5.884757495212e-12       1.175444073525e-12       0.000000000000e+00       6.270094534196e-15       1.034231288955e-15       2.657474105518e-16 
  979       1.492329975251e-10       5.895456198680e-12       9.750871265197e-13       0.000000000000e+00       6.245673880011e-15       1.017452231395e-15       2.656935880254e-16 
  980       1.485105798399e-10       5.905300967848e-12       7.739265916168e-13       0.000000000000e+00       6.221369163044e-15       1.000760900891e-15       2.656016515877e-16 
  981       1.478095308099e-10       5.914292035481e-12       5.720388386928e-13       0.000000000000e+00       6.197179914022e-15       9.841583452034e-16       2.654722983234e-16 
  982       1.471297836129e-10       5.922429668545e-12       3.695008699181e-13       0.000000000000e+00       6.173105652191e-15       9.676456155078e-16       2.653062323889e-16 
  983       1.464712699914e-10       5.929714168318e-12       1.663903213665e-13       0.000000000000e+00       6.149145885288e-15       9.512237663955e-16       2.651041650314e-16 
  984       1.458339202473e-10       5.936145870504e-12      -3.721453537648e-14       0.000000000000e+00       6.125300109495e-15       9.348938558785e-16       2.648668146086e-16 
  985       1.452176632381e-10       5.941725145351e-12      -2.412347916042e-13       0.000000000000e+00       6.101567809409e-15       9.186569453920e-16       2.645949066069e-16 
  986       1.446224263720e-10       5.946452397762e-12      -4.455908998799e-13       0.000000000000e+00       6.077948457996e-15       9.025140997987e-16       2.642891736615e-16 
  987       1.440481356037e-10       5.950328067414e-12      -6.502026724281e-13       0.000000000000e+00       6.054441516564e-15       8.864663873921e-16       2.639503555750e-16 
  988       1.434947154300e-10       5.953352628866e-12      -8.549892795250e-13       0.000000000000e+00       6.031046434718e-15       8.705148798996e-16       2.635791993367e-16 
  989       1.429620888852e-10       5.955526591678e-12      -1.059869247890e-12       0.000000000000e+00       6.007762650326e-15       8.546606524866e-16       2.631764591417e-16 
  990       1.424501775365e-10       5.956850500524e-12      -1.264760459076e-12       0.000000000000e+00       5.984589589479e-15       8.389047837597e-16       2.627428964103e-16 
  991       1.419589014799e-10       5.957324935307e-12      -1.469580147862e-12       0.000000000000e+00       5.961526666459e-15       8.232483557704e-16       2.622792798067e-16 
  992       1.414881793356e-10       5.956950511273e-12      -1.674244900643e-12       0.000000000000e+00       5.938573283694e-15       8.076924540182e-16       2.617863852587e-16 
  993       1.410379282434e-10       5.955727879124e-12      -1.878670653818e-12       0.000000000000e+00       5.915728831727e-15       7.922381674547e-16       2.612649959763e-16 
  994       1.406080638585e-10       5.953657725137e-12      -2.082772692188e-12       0.000000000000e+00       5.892992689178e-15       7.768865884868e-16       2.607159024713e-16 
  995       1.401985003469e-10       5.950740771272e-12      -2.286465647341e-12       0.000000000000e+00       5.870364222704e-15       7.616388129800e-16       2.601399025762e-16 
  996       1.398091503810e-10       5.946977775291e-12      -2.489663496045e-12       0.000000000000e+00       5.847842786961e-15       7.464959402626e-16       2.595378014636e-16 
  997       1.394399251350e-10       5.942369530872e-12      -2.692279558640e-12       0.000000000000e+00       5.825427724571e-15       7.314590731284e-16       2.589104116649e-16 
  998       1.390907342807e-10       5.936916867720e-12      -2.894226497427e-12       0.000000000000e+00       5.803118366082e-15       7.165293178408e-16       2.582585530901e-16 
  999       1.387614859829e-10       5.930620651687e-12      -3.095416315060e-12       0.000000000000e+00       5.780914029930e-15       7.017077841361e-16       2.575830530463e-16 
 1000       1.384520868950e-10       5.923481784881e-12      -3.295760352938e-12       0.000000000000e+00       5.758814022404e-15       6.869955852269e-16       2.568847462574e-16 
 1001       1.381624421543e-10       5.915501205784e-12      -3.495169289593e-12       0.000000000000e+00       5.736817637606e-15       6.723938378060e-16       2.561644748827e-16 
 1002       1.378924553782e-10       5.906679889365e-12      -3.693553139087e-12       0.000000000000e+00       5.714924157415e-15       6.579036620495e-16       2.554230885368e-16 
 1003       1.376420286588e-10       5.897018847193e-12      -3.890821249394e-12       0.000000000000e+00       5.693132851451e-15       6.435261816204e-16       2.546614443079e-16 
 1004       1.374110625594e-10       5.886519127556e-12      -4.086882300799e-12       0.000000000000e+00       5.671442977034e-15       6.292625236725e-16       2.538804067776e-16 
 1005       1.371994561093e-10       5.875181815571e-12      -4.281644304286e-12       0.000000000000e+00       5.649853779152e-15       6.151138188534e-16       2.530808480398e-16 
 1006       1.370071068000e-10       5.863008033298e-12      -4.475014599928e-12       0.000000000000e+00       5.628364490420e-15       6.010812013082e-16       2.522636477199e-16 
 1007       1.368339105800e-10       5.849998939859e-12      -4.666899855280e-12       0.000000000000e+00       5.606974331040e-15       5.871658086833e-16       2.514296929939e-16 
 1008       1.366797618511e-10       5.836155731549e-12      -4.857206063768e-12       0.000000000000e+00       5.585682508772e-15       5.733687821295e-16       2.505798786076e-16 
 1009       1.365445534634e-10       5.821479641950e-12      -5.045838543082e-12       0.000000000000e+00       5.564488218888e-15       5.596912663055e-16       2.497151068958e-16 
 1010       1.364281767112e-10       5.805971942047e-12      -5.232701933565e-12       0.000000000000e+00       5.543390644142e-15       5.461344093821e-16       2.488362878013e-16 
 1011       1.363304965107e-10       5.789635498111e-12      -5.417709599450e-12       0.000000000000e+00       5.522389047952e-15       5.326993784006e-16       2.479441807795e-16 
 1012       1.362512765500e-10       5.772479469768e-12      -5.600811984589e-12       0.000000000000e+00       5.501483055531e-15       5.193874055871e-16       2.470389179714e-16 
 1013       1.361902530489e-10       5.754514680037e-12      -5.781968663222e-12       0.000000000000e+00       5.480672376746e-15       5.061997427147e-16       2.461204741790e-16 
 1014       1.361471594712e-10       5.735752064009e-12      -5.961138973781e-12       0.000000000000e+00       5.459956713235e-15       4.931376458137e-16       2.451888243562e-16 
 1015       1.361217265170e-10       5.716202669153e-12      -6.138282018376e-12       0.000000000000e+00       5.439335758382e-15       4.802023751771e-16       2.442439436093e-16 
 1016       1.361136821157e-10       5.695877655603e-12      -6.313356662295e-12       0.000000000000e+00       5.418809197287e-15       4.673951953658e-16       2.432858071977e-16 
 1017       1.361227514185e-10       5.674788296460e-12      -6.486321533495e-12       0.000000000000e+00       5.398376706742e-15       4.547173752137e-16       2.423143905345e-16 
 1018       1.361486567911e-10       5.652945978092e-12      -6.657135022093e-12       0.000000000000e+00       5.378037955205e-15       4.421701878335e-16       2.413296691869e-16 
 1019       1.361911178061e-10       5.630362200425e-12      -6.825755279869e-12       0.000000000000e+00       5.357792602771e-15       4.297549106216e-16       2.403316188772e-16 
 1020       1.362498512361e-10       5.607048577244e-12      -6.992140219747e-12       0.000000000000e+00       5.337640301149e-15       4.174728252635e-16       2.393202154831e-16 
 1021       1.363245710457e-10       5.583016836488e-12      -7.156247515301e-12       0.000000000000e+00       5.317580693634e-15       4.053252177393e-16       2.382954350384e-16 
 1022       1.364149883849e-10       5.558278820550e-12      -7.318034600240e-12       0.000000000000e+00       5.297613415080e-15       3.933133783288e-16       2.372572537335e-16 
 1023       1.365208115809e-10       5.532846486572e-12      -7.477458667908e-12       0.000000000000e+00       5.277738091873e-15       3.814386016171e-16       2.362056479164e-16 
 1024       1.366417461315e-10       5.506731906741e-12      -7.634476670773e-12       0.000000000000e+00       5.257954341909e-15       3.697021864995e-16       2.351405940927e-16 
 1025       1.367774946973e-10       5.479947268589e-12      -7.789045319923e-12       0.000000000000e+00       5.238261774561e-15       3.581054361871e-16       2.340620689268e-16 
 1026       1.369277570944e-10       5.452504875289e-12      -7.941121084563e-12       0.000000000000e+00       5.218659990659e-15       3.466496582123e-16       2.329700492422e-16 
 1027       1.370922302871e-10       5.424417145951e-12      -8.090660191501e-12       0.000000000000e+00       5.199148582459e-15       3.353361644336e-16       2.318645120220e-16 
 1028       1.372706083807e-10       5.395696615921e-12      -8.237618624650e-12       0.000000000000e+00       5.179727133618e-15       3.241662710414e-16       2.307454344099e-16 
 1029       1.374625826136e-10       5.366355937076e-12      -8.381952124517e-12       0.000000000000e+00       5.160395219169e-15       3.131412985631e-16       2.296127937105e-16 
 1030       1.376678413506e-10       5.336407878122e-12      -8.523616187697e-12       0.000000000000e+00       5.141152405492e-15       3.022625718682e-16       2.284665673898e-16 
 1031       1.378860700750e-10       5.305865324894e-12      -8.662566066370e-12       0.000000000000e+00       5.121998250292e-15       2.915314201743e-16       2.273067330764e-16 
 1032       1.381169513818e-10       5.274741280646e-12      -8.798756767792e-12       0.000000000000e+00       5.102932302567e-15       2.809491770515e-16       2.261332685613e-16 
 1033       1.383601649697e-10       5.243048866358e-12      -8.932143053788e-12       0.000000000000e+00       5.083954102584e-15       2.705171804287e-16       2.249461517992e-16 
 1034       1.386153876343e-10       5.210801321022e-12      -9.062679440252e-12       0.000000000000e+00       5.065063181857e-15       2.602367725979e-16       2.237453609086e-16 
 1035       1.388822932601e-10       5.178012001951e-12      -9.190320196630e-12       0.000000000000e+00       5.046259063112e-15       2.501093002205e-16       2.225308741730e-16 
 1036       1.391605528139e-10       5.144694385064e-12      -9.315019345426e-12       0.000000000000e+00       5.027541260267e-15       2.401361143318e-16       2.213026700408e-16 
 1037       1.394498343370e-10       5.110862065194e-12      -9.436730661685e-12       0.000000000000e+00       5.008909278404e-15       2.303185703469e-16       2.200607271263e-16 
 1038       1.397498029377e-10       5.076528756377e-12      -9.555407672497e-12       0.000000000000e+00       4.990362613742e-15       2.206580280657e-16       2.188050242106e-16 
 1039       1.400601207843e-10       5.041708292153e-12      -9.671003656480e-12       0.000000000000e+00       4.971900753612e-15       2.111558516782e-16       2.175355402414e-16 
 1040       1.403804470976e-10       5.006414625864e-12      -9.783471643284e-12       0.000000000000e+00       4.953523176429e-15       2.018134097701e-16       2.162522543345e-16 
 1041       1.407104381434e-10       4.970661830949e-12      -9.892764413078e-12       0.000000000000e+00       4.935229351666e-15       1.926320753279e-16       2.149551457738e-16 
 1042       1.410497472254e-10       4.934464101239e-12      -9.998834496046e-12       0.000000000000e+00       4.917018739828e-15       1.836132257442e-16       2.136441940121e-16 
 1043       1.413980246774e-10       4.897835751262e-12      -1.010163417188e-11       0.000000000000e+00       4.898890792425e-15       1.747582428232e-16       2.123193786718e-16 
 1044       1.417549178566e-10       4.860791216530e-12      -1.020111546928e-11       0.000000000000e+00       4.880844951947e-15       1.660685127857e-16       2.109806795454e-16 
 1045       1.421200711355e-10       4.823345053844e-12      -1.029723016544e-11       0.000000000000e+00       4.862880651837e-15       1.575454262748e-16       2.096280765962e-16 
 1046       1.424931258953e-10       4.785511941587e-12      -1.038992978554e-11       0.000000000000e+00       4.844997316464e-15       1.491903783608e-16       2.082615499587e-16 
 1047       1.428737205178e-10       4.747306680023e-12      -1.047916560225e-11       0.000000000000e+00       4.827194361095e-15       1.410047685472e-16       2.068810799395e-16 
 1048       1.432614903784e-10       4.708744191593e-12      -1.056488863522e-11       0.000000000000e+00       4.809471191874e-15       1.329900007750e-16       2.054866470177e-16 
 1049       1.436560678390e-10       4.669839521214e-12      -1.064704965055e-11       0.000000000000e+00       4.791827205789e-15       1.251474834290e-16       2.040782318457e-16 
 1050       1.440570822400e-10       4.630607836571e-12      -1.072559916035e-11       0.000000000000e+00       4.774261790652e-15       1.174786293426e-16       2.026558152495e-16 
 1051       1.444641755260e-10       4.591064246474e-12      -1.080049758511e-11       0.000000000000e+00       4.756774389210e-15       1.099842948749e-16       2.012194209667e-16 
 1052       1.448770493726e-10       4.551223252535e-12      -1.087174589693e-11       0.000000000000e+00       4.739364692532e-15       1.026630885921e-16       1.997692445088e-16 
 1053       1.452954187002e-10       4.511099290455e-12      -1.093935540127e-11       0.000000000000e+00       4.722032449259e-15       9.551303908621e-17       1.983055260913e-16 
 1054       1.457189960946e-10       4.470706911557e-12      -1.100333761323e-11       0.000000000000e+00       4.704777401689e-15       8.853215371593e-17       1.968285080643e-16 
 1055       1.461474918018e-10       4.430060783067e-12      -1.106370425816e-11       0.000000000000e+00       4.687599285754e-15       8.171841855114e-17       1.953384349175e-16 
 1056       1.465806137220e-10       4.389175688385e-12      -1.112046727222e-11       0.000000000000e+00       4.670497831000e-15       7.506979831731e-17       1.938355532860e-16 
 1057       1.470180674045e-10       4.348066527369e-12      -1.117363880301e-11       0.000000000000e+00       4.653472760572e-15       6.858423633990e-17       1.923201119548e-16 
 1058       1.474595560412e-10       4.306748316608e-12      -1.122323121015e-11       0.000000000000e+00       4.636523791190e-15       6.225965448887e-17       1.907923618648e-16 
 1059       1.479047804618e-10       4.265236189699e-12      -1.126925706587e-11       0.000000000000e+00       4.619650633132e-15       5.609395312308e-17       1.892525561176e-16 
 1060       1.483534391274e-10       4.223545397530e-12      -1.131172915564e-11       0.000000000000e+00       4.602852990213e-15       5.008501103473e-17       1.877009499807e-16 
 1061       1.488052281253e-10       4.181691308550e-12      -1.135066047872e-11       0.000000000000e+00       4.586130559768e-15       4.423068539378e-17       1.861378008931e-16 
