# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1519       8.614171213482e-11       1.870448707955e-12       1.526084909881e-12       0.000000000000e+00       1.125559503048e-15       3.142346346188e-16       2.587228422866e-17 
 1520       8.564605895292e-11       1.888187791183e-12       1.556491680393e-12       0.000000000000e+00       1.122615167912e-15       3.118912615629e-16       2.625077053443e-17 
 1521       8.514989037700e-11       1.906050585661e-12       1.585226740200e-12       0.000000000000e+00       1.119680250414e-15       3.095238177026e-16       2.662577026799e-17 
 1522       8.465334846565e-11       1.924028098859e-12       1.612280945084e-12       0.000000000000e+00       1.116754708895e-15       3.071312378426e-16       2.699754323115e-17 
 1523       8.415657601672e-11       1.942111289495e-12       1.637645129556e-12       0.000000000000e+00       1.113838501229e-15       3.047124514922e-16       2.736635065524e-17 
 1524       8.365971656853e-11       1.960291067460e-12       1.661310106833e-12       0.000000000000e+00       1.110931584818e-15       3.022663828563e-16       2.773245520353e-17 
 1525       8.316291440104e-11       1.978558293732e-12       1.683266668820e-12       0.000000000000e+00       1.108033916588e-15       2.997919508272e-16       2.809612097360e-17 
 1526       8.266631453708e-11       1.996903780301e-12       1.703505586092e-12       0.000000000000e+00       1.105145452995e-15       2.972880689762e-16       2.845761349973e-17 
 1527       8.217006274356e-11       2.015318290084e-12       1.722017607868e-12       0.000000000000e+00       1.102266150016e-15       2.947536455446e-16       2.881719975530e-17 
 1528       8.167430553267e-11       2.033792536846e-12       1.738793461997e-12       0.000000000000e+00       1.099395963157e-15       2.921875834354e-16       2.917514815512e-17 
 1529       8.117919016308e-11       2.052317185118e-12       1.753823854936e-12       0.000000000000e+00       1.096534847444e-15       2.895887802047e-16       2.953172855788e-17 
 1530       8.068486464113e-11       2.070882850118e-12       1.767099471728e-12       0.000000000000e+00       1.093682757426e-15       2.869561280533e-16       2.988721226850e-17 
 1531       8.019146823389e-11       2.089480482344e-12       1.778614981729e-12       0.000000000000e+00       1.090839651000e-15       2.842889779914e-16       3.024180195033e-17 
 1532       7.969910290654e-11       2.108102525536e-12       1.788381097673e-12       0.000000000000e+00       1.088005500928e-15       2.815885372010e-16       3.059542062450e-17 
 1533       7.920786161449e-11       2.126741769618e-12       1.796412631782e-12       0.000000000000e+00       1.085180283428e-15       2.788564850073e-16       3.094792065938e-17 
 1534       7.871783776749e-11       2.145390966963e-12       1.802724500662e-12       0.000000000000e+00       1.082363974355e-15       2.760945099319e-16       3.129915367662e-17 
 1535       7.822912523038e-11       2.164042832336e-12       1.807331725483e-12       0.000000000000e+00       1.079556549204e-15       2.733043097079e-16       3.164897054996e-17 
 1536       7.774181832376e-11       2.182690042831e-12       1.810249432169e-12       0.000000000000e+00       1.076757983107e-15       2.704875912954e-16       3.199722140399e-17 
 1537       7.725601182478e-11       2.201325237809e-12       1.811492851582e-12       0.000000000000e+00       1.073968250833e-15       2.676460708965e-16       3.234375561301e-17 
 1538       7.677180096777e-11       2.219941018839e-12       1.811077319705e-12       0.000000000000e+00       1.071187326784e-15       2.647814739705e-16       3.268842179975e-17 
 1539       7.628928144505e-11       2.238529949636e-12       1.809018277828e-12       0.000000000000e+00       1.068415185001e-15       2.618955352491e-16       3.303106783425e-17 
 1540       7.580854940760e-11       2.257084555999e-12       1.805331272734e-12       0.000000000000e+00       1.065651799158e-15       2.589899987517e-16       3.337154083260e-17 
 1541       7.532970146578e-11       2.275597325753e-12       1.800031956882e-12       0.000000000000e+00       1.062897142560e-15       2.560666178006e-16       3.370968715577e-17 
 1542       7.485283469005e-11       2.294060708683e-12       1.793136088593e-12       0.000000000000e+00       1.060151188149e-15       2.531271550360e-16       3.404535240837e-17 
 1543       7.437804661172e-11       2.312467116478e-12       1.784659532235e-12       0.000000000000e+00       1.057413908497e-15       2.501733824313e-16       3.437838143750e-17 
 1544       7.390543522363e-11       2.330808922668e-12       1.774618258407e-12       0.000000000000e+00       1.054685275807e-15       2.472070813085e-16       3.470861833151e-17 
 1545       7.343509898089e-11       2.349078462562e-12       1.763028344123e-12       0.000000000000e+00       1.051965261913e-15       2.442300423532e-16       3.503590641882e-17 
 1546       7.296713680158e-11       2.367268033187e-12       1.749905973002e-12       0.000000000000e+00       1.049253838279e-15       2.412440656297e-16       3.536008826669e-17 
 1547       7.250164806752e-11       2.385369893229e-12       1.735267435446e-12       0.000000000000e+00       1.046550975999e-15       2.382509605966e-16       3.568100568006e-17 
 1548       7.203873262492e-11       2.403376262971e-12       1.719129128829e-12       0.000000000000e+00       1.043856645793e-15       2.352525461215e-16       3.599849970031e-17 
 1549       7.157849078516e-11       2.421279324230e-12       1.701507557682e-12       0.000000000000e+00       1.041170818011e-15       2.322506504966e-16       3.631241060407e-17 
 1550       7.112102332545e-11       2.439071220299e-12       1.682419333875e-12       0.000000000000e+00       1.038493462629e-15       2.292471114535e-16       3.662257790203e-17 
 1551       7.066643148961e-11       2.456744055884e-12       1.661881176806e-12       0.000000000000e+00       1.035824549249e-15       2.262437761790e-16       3.692884033774e-17 
 1552       7.021481698876e-11       2.474289897043e-12       1.639909913581e-12       0.000000000000e+00       1.033164047098e-15       2.232425013297e-16       3.723103588637e-17 
 1553       6.976628200203e-11       2.491700771128e-12       1.616522479205e-12       0.000000000000e+00       1.030511925028e-15       2.202451530475e-16       3.752900175355e-17 
 1554       6.932092917729e-11       2.508968666718e-12       1.591735916760e-12       0.000000000000e+00       1.027868151515e-15       2.172536069748e-16       3.782257437417e-17 
 1555       6.887886163188e-11       2.526085533564e-12       1.565567377596e-12       0.000000000000e+00       1.025232694659e-15       2.142697482696e-16       3.811158941114e-17 
 1556       6.844018295332e-11       2.543043282524e-12       1.538034121512e-12       0.000000000000e+00       1.022605522180e-15       2.112954716206e-16       3.839588175422e-17 
 1557       6.800499720001e-11       2.559833785504e-12       1.509153516943e-12       0.000000000000e+00       1.019986601421e-15       2.083326812629e-16       3.867528551881e-17 
 1558       6.757340890200e-11       2.576448875396e-12       1.478943041142e-12       0.000000000000e+00       1.017375899347e-15       2.053832909925e-16       3.894963404473e-17 
 1559       6.714552306164e-11       2.592880346018e-12       1.447420280369e-12       0.000000000000e+00       1.014773382542e-15       2.024492241821e-16       3.921875989507e-17 
 1560       6.672144515436e-11       2.609119952051e-12       1.414602930074e-12       0.000000000000e+00       1.012179017208e-15       1.995324137958e-16       3.948249485492e-17 
 1561       6.630128112938e-11       2.625159408980e-12       1.380508795081e-12       0.000000000000e+00       1.009592769169e-15       1.966348024049e-16       3.974066993023e-17 
 1562       6.588513741038e-11       2.640990393032e-12       1.345155789772e-12       0.000000000000e+00       1.007014603863e-15       1.937583422023e-16       3.999311534654e-17 
 1563       6.547312089628e-11       2.656604541115e-12       1.308561938277e-12       0.000000000000e+00       1.004444486348e-15       1.909049950186e-16       4.023966054787e-17 
 1564       6.506533896194e-11       2.671993450759e-12       1.270745374653e-12       0.000000000000e+00       1.001882381297e-15       1.880767323366e-16       4.048013419542e-17 
 1565       6.466189945885e-11       2.687148680049e-12       1.231724343072e-12       0.000000000000e+00       9.993282530000e-16       1.852755353067e-16       4.071436416644e-17 
 1566       6.426291071589e-11       2.702061747571e-12       1.191517198005e-12       0.000000000000e+00       9.967820653603e-16       1.825033947625e-16       4.094217755300e-17 
 1567       6.386848154003e-11       2.716724132348e-12       1.150142404408e-12       0.000000000000e+00       9.942437818960e-16       1.797623112351e-16       4.116340066079e-17 
 1568       6.347872121707e-11       2.731127273778e-12       1.107618537904e-12       0.000000000000e+00       9.917133657387e-16       1.770542949694e-16       4.137785900792e-17 
 1569       6.309373951230e-11       2.745262571575e-12       1.063964284973e-12       0.000000000000e+00       9.891907796326e-16       1.743813659385e-16       4.158537732370e-17 
 1570       6.271364667130e-11       2.759121385704e-12       1.019198443130e-12       0.000000000000e+00       9.866759859338e-16       1.717455538591e-16       4.178577954748e-17 
 1571       6.233853792903e-11       2.772696037903e-12       9.733410974161e-13       0.000000000000e+00       9.841689496782e-16       1.691484895889e-16       4.197892508998e-17 
 1572       6.196844687807e-11       2.785982826543e-12       9.264171614580e-13       0.000000000000e+00       9.816696478192e-16       1.665901751258e-16       4.216481798911e-17 
 1573       6.160339166759e-11       2.798979039718e-12       8.784528697459e-13       0.000000000000e+00       9.791780600747e-16       1.640702021857e-16       4.234349876817e-17 
 1574       6.124339045554e-11       2.811681956199e-12       8.294746045691e-13       0.000000000000e+00       9.766941658653e-16       1.615881597762e-16       4.251500826610e-17 
 1575       6.088846140856e-11       2.824088845427e-12       7.795088962577e-13       0.000000000000e+00       9.742179443142e-16       1.591436341922e-16       4.267938763804e-17 
 1576       6.053862270198e-11       2.836196967497e-12       7.285824234248e-13       0.000000000000e+00       9.717493742459e-16       1.567362090111e-16       4.283667835588e-17 
 1577       6.019389251980e-11       2.848003573146e-12       6.767220132083e-13       0.000000000000e+00       9.692884341863e-16       1.543654650881e-16       4.298692220881e-17 
 1578       5.985428905460e-11       2.859505903743e-12       6.239546415133e-13       0.000000000000e+00       9.668351023616e-16       1.520309805517e-16       4.313016130393e-17 
 1579       5.951983050756e-11       2.870701191273e-12       5.703074332538e-13       0.000000000000e+00       9.643893566980e-16       1.497323307989e-16       4.326643806674e-17 
 1580       5.919053508842e-11       2.881586658328e-12       5.158076625951e-13       0.000000000000e+00       9.619511748208e-16       1.474690884907e-16       4.339579524174e-17 
 1581       5.886642101542e-11       2.892159518093e-12       4.604827531955e-13       0.000000000000e+00       9.595205340542e-16       1.452408235473e-16       4.351827589301e-17 
 1582       5.854750651528e-11       2.902416974333e-12       4.043602784485e-13       0.000000000000e+00       9.570974114204e-16       1.430471031434e-16       4.363392340473e-17 
 1583       5.823380982319e-11       2.912356221382e-12       3.474679617252e-13       0.000000000000e+00       9.546817836390e-16       1.408874917039e-16       4.374278148175e-17 
 1584       5.792534918273e-11       2.921974444132e-12       2.898336766157e-13       0.000000000000e+00       9.522736271266e-16       1.387615508986e-16       4.384489415017e-17 
 1585       5.762214284587e-11       2.931268818014e-12       2.314854471716e-13       0.000000000000e+00       9.498729179960e-16       1.366688396385e-16       4.394030575787e-17 
 1586       5.732420907295e-11       2.940236508996e-12       1.724514481478e-13       0.000000000000e+00       9.474796320558e-16       1.346089140700e-16       4.402906097511e-17 
 1587       5.703156613261e-11       2.948874673561e-12       1.127600052450e-13       0.000000000000e+00       9.450937448096e-16       1.325813275711e-16       4.411120479504e-17 
 1588       5.674423230176e-11       2.957180458699e-12       5.243959535108e-14       0.000000000000e+00       9.427152314555e-16       1.305856307466e-16       4.418678253431e-17 
 1589       5.646222586557e-11       2.965151001897e-12      -8.481153216215e-15       0.000000000000e+00       9.403440668855e-16       1.286213714232e-16       4.425583983359e-17 
 1590       5.618556511744e-11       2.972783431121e-12      -6.997346046764e-14       0.000000000000e+00       9.379802256848e-16       1.266880946448e-16       4.431842265817e-17 
 1591       5.591426835892e-11       2.980074864807e-12      -1.320083945002e-13       0.000000000000e+00       9.356236821316e-16       1.247853426683e-16       4.437457729847e-17 
 1592       5.564835389976e-11       2.987022411850e-12      -1.945568712552e-13       0.000000000000e+00       9.332744101957e-16       1.229126549584e-16       4.442435037065e-17 
 1593       5.538784005777e-11       2.993623171588e-12      -2.575896542761e-13       0.000000000000e+00       9.309323835389e-16       1.210695681834e-16       4.446778881713e-17 
 1594       5.513274515887e-11       2.999874233791e-12      -3.210773544665e-13       0.000000000000e+00       9.285975755135e-16       1.192556162103e-16       4.450493990720e-17 
 1595       5.488308753703e-11       3.005772678651e-12      -3.849904298481e-13       0.000000000000e+00       9.262699591623e-16       1.174703301002e-16       4.453585123752e-17 
 1596       5.463888553425e-11       3.011315576765e-12      -4.492991853187e-13       0.000000000000e+00       9.239495072178e-16       1.157132381035e-16       4.456057073271e-17 
 1597       5.440015750047e-11       3.016499989129e-12      -5.139737724100e-13       0.000000000000e+00       9.216361921015e-16       1.139838656556e-16       4.457914664592e-17 
 1598       5.416692179362e-11       3.021322967118e-12      -5.789841890457e-13       0.000000000000e+00       9.193299859234e-16       1.122817353719e-16       4.459162755938e-17 
 1599       5.393919677952e-11       3.025781552480e-12      -6.443002792994e-13       0.000000000000e+00       9.170308604815e-16       1.106063670433e-16       4.459806238496e-17 
 1600       5.371700083190e-11       3.029872777320e-12      -7.098917331525e-13       0.000000000000e+00       9.147387872610e-16       1.089572776315e-16       4.459850036472e-17 
 1601       5.350035233231e-11       3.033593664090e-12      -7.757280862521e-13       0.000000000000e+00       9.124537374338e-16       1.073339812645e-16       4.459299107149e-17 
 1602       5.328926967013e-11       3.036941225574e-12      -8.417787196691e-13       0.000000000000e+00       9.101756818580e-16       1.057359892316e-16       4.458158440942e-17 
 1603       5.308377124254e-11       3.039912464879e-12      -9.080128596562e-13       0.000000000000e+00       9.079045910771e-16       1.041628099792e-16       4.456433061454e-17 
 1604       5.288387545443e-11       3.042504375418e-12      -9.743995774055e-13       0.000000000000e+00       9.056404353196e-16       1.026139491057e-16       4.454128025532e-17 
 1605       5.268960071843e-11       3.044713940903e-12      -1.040907788807e-12       0.000000000000e+00       9.033831844981e-16       1.010889093573e-16       4.451248423322e-17 
 1606       5.250096545486e-11       3.046538135329e-12      -1.107506254205e-12       0.000000000000e+00       9.011328082091e-16       9.958719062272e-17       4.447799378328e-17 
 1607       5.231798809168e-11       3.047973922961e-12      -1.174163578160e-12       0.000000000000e+00       8.988892757322e-16       9.810828992929e-17       4.443786047465e-17 
 1608       5.214068706447e-11       3.049018258326e-12      -1.240848209201e-12       0.000000000000e+00       8.966525560294e-16       9.665170143773e-17       4.439213621118e-17 
 1609       5.196908081637e-11       3.049668086195e-12      -1.307528439587e-12       0.000000000000e+00       8.944226177446e-16       9.521691643777e-17       4.434087323193e-17 
 1610       5.180318779811e-11       3.049920341577e-12      -1.374172405066e-12       0.000000000000e+00       8.921994292031e-16       9.380342334340e-17       4.428412411180e-17 
 1611       5.164301460104e-11       3.049772926210e-12      -1.440749954476e-12       0.000000000000e+00       8.899829609401e-16       9.241065355596e-17       4.422195130694e-17 
 1612       5.148852023871e-11       3.049227647785e-12      -1.507238277613e-12       0.000000000000e+00       8.877731933131e-16       9.103781852509e-17       4.415445588491e-17 
 1613       5.133965154088e-11       3.048287307393e-12      -1.573616327990e-12       0.000000000000e+00       8.855701089573e-16       8.968407119887e-17       4.408174905659e-17 
 1614       5.119635499040e-11       3.046954725464e-12      -1.639862957472e-12       0.000000000000e+00       8.833736902623e-16       8.834856001466e-17       4.400394265588e-17 
 1615       5.105857672261e-11       3.045232741810e-12      -1.705956916119e-12       0.000000000000e+00       8.811839193720e-16       8.703042889195e-17       4.392114914076e-17 
 1616       5.092626252474e-11       3.043124215648e-12      -1.771876852035e-12       0.000000000000e+00       8.790007781834e-16       8.572881722521e-17       4.383348159424e-17 
 1617       5.079935783538e-11       3.040632025638e-12      -1.837601311209e-12       0.000000000000e+00       8.768242483467e-16       8.444285987671e-17       4.374105372541e-17 
 1618       5.067780774385e-11       3.037759069914e-12      -1.903108737357e-12       0.000000000000e+00       8.746543112644e-16       8.317168716940e-17       4.364397987041e-17 
 1619       5.056155698964e-11       3.034508266118e-12      -1.968377471772e-12       0.000000000000e+00       8.724909480912e-16       8.191442487973e-17       4.354237499343e-17 
 1620       5.045054996180e-11       3.030882551432e-12      -2.033385753165e-12       0.000000000000e+00       8.703341397334e-16       8.067019423047e-17       4.343635468774e-17 
 1621       5.034473069843e-11       3.026884882610e-12      -2.098111717509e-12       0.000000000000e+00       8.681838668480e-16       7.943811188362e-17       4.332603517667e-17 
 1622       5.024404288600e-11       3.022518236012e-12      -2.162533397886e-12       0.000000000000e+00       8.660401098430e-16       7.821728993321e-17       4.321153331459e-17 
 1623       5.014842985885e-11       3.017785607636e-12      -2.226628724327e-12       0.000000000000e+00       8.639028488763e-16       7.700683589814e-17       4.309296658796e-17 
 1624       5.005783459858e-11       3.012690013150e-12      -2.290375523660e-12       0.000000000000e+00       8.617720638553e-16       7.580585271504e-17       4.297045311630e-17 
 1625       4.997219973343e-11       3.007234487929e-12      -2.353751519355e-12       0.000000000000e+00       8.596477344366e-16       7.461343873112e-17       4.284411165319e-17 
 1626       4.989146753777e-11       3.001422087080e-12      -2.416734331365e-12       0.000000000000e+00       8.575298400256e-16       7.342868769700e-17       4.271406158729e-17 
 1627       4.981557993147e-11       2.995255885483e-12      -2.479301475971e-12       0.000000000000e+00       8.554183597756e-16       7.225068875955e-17       4.258042294332e-17 
 1628       4.974447847933e-11       2.988738977819e-12      -2.541430365629e-12       0.000000000000e+00       8.533132725879e-16       7.107852645475e-17       4.244331638308e-17 
 1629       4.967810439049e-11       2.981874478602e-12      -2.603098308812e-12       0.000000000000e+00       8.512145571106e-16       6.991128070055e-17       4.230286320642e-17 
 1630       4.961639851788e-11       2.974665522216e-12      -2.664282509856e-12       0.000000000000e+00       8.491221917389e-16       6.874802678965e-17       4.215918535230e-17 
 1631       4.955930135758e-11       2.967115262943e-12      -2.724960068802e-12       0.000000000000e+00       8.470361546139e-16       6.758783538243e-17       4.201240539974e-17 
 1632       4.950675304830e-11       2.959226875000e-12      -2.785107981243e-12       0.000000000000e+00       8.449564236227e-16       6.642977249973e-17       4.186264656882e-17 
 1633       4.945869337077e-11       2.951003552569e-12      -2.844703138164e-12       0.000000000000e+00       8.428829763976e-16       6.527289951570e-17       4.171003272172e-17 
 1634       4.941506174716e-11       2.942448509830e-12      -2.903722325795e-12       0.000000000000e+00       8.408157903155e-16       6.411627315069e-17       4.155468836368e-17 
 1635       4.937579724048e-11       2.933564980995e-12      -2.962142225444e-12       0.000000000000e+00       8.387548424979e-16       6.295894546406e-17       4.139673864405e-17 
 1636       4.934083855404e-11       2.924356220340e-12      -3.019939413351e-12       0.000000000000e+00       8.367001098099e-16       6.179996384701e-17       4.123630935722e-17 
 1637       4.931012403084e-11       2.914825502238e-12      -3.077090360526e-12       0.000000000000e+00       8.346515688601e-16       6.063837101545e-17       4.107352694370e-17 
 1638       4.928359165299e-11       2.904976121189e-12      -3.133571432599e-12       0.000000000000e+00       8.326091959997e-16       5.947320500285e-17       4.090851849107e-17 
 1639       4.926117904112e-11       2.894811391860e-12      -3.189358889657e-12       0.000000000000e+00       8.305729673226e-16       5.830349915307e-17       4.074141173499e-17 
 1640       4.924282345383e-11       2.884334649108e-12      -3.244428886096e-12       0.000000000000e+00       8.285428586643e-16       5.712828211318e-17       4.057233506021e-17 
 1641       4.922846178709e-11       2.873549248023e-12      -3.298757470460e-12       0.000000000000e+00       8.265188456019e-16       5.594657782637e-17       4.040141750157e-17 
 1642       4.921803057363e-11       2.862458563950e-12      -3.352320585288e-12       0.000000000000e+00       8.245009034534e-16       5.475740552473e-17       4.022878874500e-17 
 1643       4.921146598242e-11       2.851065992532e-12      -3.405094066957e-12       0.000000000000e+00       8.224890072771e-16       5.355977972212e-17       4.005457912853e-17 
 1644       4.920870381802e-11       2.839374949736e-12      -3.457053645528e-12       0.000000000000e+00       8.204831318715e-16       5.235271020702e-17       3.987891964326e-17 
 1645       4.920967952007e-11       2.827388871887e-12      -3.508174944588e-12       0.000000000000e+00       8.184832517743e-16       5.113520203537e-17       3.970194193441e-17 
 1646       4.921432816262e-11       2.815111215704e-12      -3.558433481097e-12       0.000000000000e+00       8.164893412624e-16       4.990625552341e-17       3.952377830226e-17 
 1647       4.922258445366e-11       2.802545458327e-12      -3.607804665229e-12       0.000000000000e+00       8.145013743512e-16       4.866486624052e-17       3.934456170322e-17 
 1648       4.923438273442e-11       2.789695097356e-12      -3.656263800220e-12       0.000000000000e+00       8.125193247940e-16       4.741002500209e-17       3.916442575077e-17 
 1649       4.924965697888e-11       2.776563650880e-12      -3.703786082210e-12       0.000000000000e+00       8.105431660817e-16       4.614071786232e-17       3.898350471652e-17 
 1650       4.926834079314e-11       2.763154657510e-12      -3.750346600089e-12       0.000000000000e+00       8.085728714424e-16       4.485592610710e-17       3.880193353115e-17 
 1651       4.929036511774e-11       2.749472066817e-12      -3.795923711699e-12       0.000000000000e+00       8.066084159268e-16       4.355508186926e-17       3.861981324343e-17 
 1652       4.931565131345e-11       2.735521414359e-12      -3.840509205485e-12       0.000000000000e+00       8.046497826866e-16       4.223943940404e-17       3.843710706042e-17 
 1653       4.934411801303e-11       2.721308657134e-12      -3.884098228583e-12       0.000000000000e+00       8.026969567507e-16       4.091071595088e-17       3.825374338801e-17 
 1654       4.937568341213e-11       2.706839784167e-12      -3.926685918623e-12       0.000000000000e+00       8.007499229443e-16       3.957063722682e-17       3.806965028883e-17 
 1655       4.941026526860e-11       2.692120816558e-12      -3.968267403728e-12       0.000000000000e+00       7.988086658877e-16       3.822093743930e-17       3.788475548170e-17 
 1656       4.944778090182e-11       2.677157807538e-12      -4.008837802500e-12       0.000000000000e+00       7.968731699967e-16       3.686335929914e-17       3.769898634114e-17 
 1657       4.948814719196e-11       2.661956842516e-12      -4.048392224018e-12       0.000000000000e+00       7.949434194816e-16       3.549965403340e-17       3.751226989684e-17 
 1658       4.953128057938e-11       2.646524039127e-12      -4.086925767827e-12       0.000000000000e+00       7.930193983472e-16       3.413158139824e-17       3.732453283315e-17 
 1659       4.957709706390e-11       2.630865547284e-12      -4.124433523934e-12       0.000000000000e+00       7.911010903922e-16       3.276090969185e-17       3.713570148855e-17 
 1660       4.962551220410e-11       2.614987549227e-12      -4.160910572800e-12       0.000000000000e+00       7.891884792088e-16       3.138941576732e-17       3.694570185513e-17 
 1661       4.967644111670e-11       2.598896259576e-12      -4.196351985332e-12       0.000000000000e+00       7.872815481826e-16       3.001888504555e-17       3.675445957809e-17 
 1662       4.972979847579e-11       2.582597925375e-12      -4.230752822877e-12       0.000000000000e+00       7.853802804917e-16       2.865111152810e-17       3.656189995519e-17 
 1663       4.978549851225e-11       2.566098826148e-12      -4.264108137213e-12       0.000000000000e+00       7.834846591068e-16       2.728789781014e-17       3.636794793629e-17 
 1664       4.984345501297e-11       2.549405273945e-12      -4.296412970546e-12       0.000000000000e+00       7.815946667907e-16       2.593105509329e-17       3.617252812274e-17 
 1665       4.990358132023e-11       2.532523613393e-12      -4.327662355497e-12       0.000000000000e+00       7.797102860975e-16       2.458240319852e-17       3.597556476695e-17 
 1666       4.996579033100e-11       2.515460221747e-12      -4.357851315101e-12       0.000000000000e+00       7.778314993729e-16       2.324377057906e-17       3.577698177184e-17 
 1667       5.002999449624e-11       2.498221508939e-12      -4.386974862795e-12       0.000000000000e+00       7.759582887531e-16       2.191699433329e-17       3.557670269028e-17 
 1668       5.009610582026e-11       2.480813917627e-12      -4.415028002414e-12       0.000000000000e+00       7.740906361649e-16       2.060392021760e-17       3.537465072465e-17 
 1669       5.016403585998e-11       2.463243923247e-12      -4.442005728183e-12       0.000000000000e+00       7.722285233253e-16       1.930640265931e-17       3.517074872626e-17 
 1670       5.023369572430e-11       2.445518034061e-12      -4.467903024707e-12       0.000000000000e+00       7.703719317407e-16       1.802630476954e-17       3.496491919485e-17 
 1671       5.030499607336e-11       2.427642791208e-12      -4.492714866971e-12       0.000000000000e+00       7.685208427069e-16       1.676549835612e-17       3.475708427808e-17 
 1672       5.037784711794e-11       2.409624768755e-12      -4.516436220326e-12       0.000000000000e+00       7.666752373087e-16       1.552586393647e-17       3.454716577100e-17 
 1673       5.045215861870e-11       2.391470573743e-12      -4.539062040483e-12       0.000000000000e+00       7.648350964192e-16       1.430929075049e-17       3.433508511554e-17 
 1674       5.052783988551e-11       2.373186846242e-12      -4.560587273511e-12       0.000000000000e+00       7.630004006997e-16       1.311767677346e-17       3.412076339999e-17 
 1675       5.060479977683e-11       2.354780259398e-12      -4.581006855823e-12       0.000000000000e+00       7.611711305993e-16       1.195292872891e-17       3.390412135847e-17 
 1676       5.068294669893e-11       2.336257519481e-12      -4.600315714174e-12       0.000000000000e+00       7.593472663542e-16       1.081696210153e-17       3.368507937044e-17 
 1677       5.076218860530e-11       2.317625365942e-12      -4.618508765651e-12       0.000000000000e+00       7.575287879876e-16       9.711701150044e-18       3.346355746014e-17 
 1678       5.084243299589e-11       2.298890571454e-12      -4.635580917667e-12       0.000000000000e+00       7.557156753096e-16       8.639078920126e-18       3.323947529611e-17 
 1679       5.092358691649e-11       2.280059941968e-12      -4.651527067955e-12       0.000000000000e+00       7.539079079158e-16       7.601037257263e-18       3.301275219065e-17 
 1680       5.100555695800e-11       2.261140316762e-12      -4.666342104558e-12       0.000000000000e+00       7.521054651882e-16       6.599526819660e-18       3.278330709930e-17 
 1681       5.108824925579e-11       2.242138568487e-12      -4.680020905824e-12       0.000000000000e+00       7.503083262937e-16       5.636507091125e-18       3.255105862034e-17 
 1682       5.117156948896e-11       2.223061603224e-12      -4.692558340400e-12       0.000000000000e+00       7.485164701845e-16       4.713946393962e-18       3.231592499426e-17 
 1683       5.125542287972e-11       2.203916360528e-12      -4.703949267221e-12       0.000000000000e+00       7.467298755972e-16       3.833821901864e-18       3.207782410323e-17 
 1684       5.133971419267e-11       2.184709813479e-12      -4.714188535508e-12       0.000000000000e+00       7.449485210527e-16       2.998119652796e-18       3.183667347061e-17 
 1685       5.142434773412e-11       2.165448968734e-12      -4.723270984756e-12       0.000000000000e+00       7.431723848556e-16       2.208834561892e-18       3.159239026040e-17 
 1686       5.150922735143e-11       2.146140866575e-12      -4.731191444731e-12       0.000000000000e+00       7.414014450939e-16       1.467970434343e-18       3.134489127675e-17 
 1687       5.159425643228e-11       2.126792580960e-12      -4.737944735458e-12       0.000000000000e+00       7.396356796390e-16       7.775399782883e-19       3.109409296342e-17 
 1688       5.167933790406e-11       2.107411219574e-12      -4.743525667221e-12       0.000000000000e+00       7.378750661443e-16       1.395648177041e-19       3.083991140326e-17 
 1689       5.176437423310e-11       2.088003923874e-12      -4.747929040548e-12       0.000000000000e+00       7.361195820461e-16      -4.439244947046e-19       3.058226231772e-17 
 1690       5.184926742407e-11       2.068577869147e-12      -4.751149646211e-12       0.000000000000e+00       7.343692045620e-16      -9.708884646135e-19       3.032106106630e-17 
 1691       5.193392579712e-11       2.049139946601e-12      -4.753185030698e-12       0.000000000000e+00       7.326239124288e-16      -1.439917756675e-18       3.005625382551e-17 
 1692       5.201828438505e-11       2.029695806566e-12      -4.754043818834e-12       0.000000000000e+00       7.308836911296e-16      -1.852156569283e-18       2.978791142175e-17 
 1693       5.210228471127e-11       2.010250807116e-12      -4.753737463160e-12       0.000000000000e+00       7.291485277110e-16      -2.209395875891e-18       2.951613630926e-17 
 1694       5.218586802757e-11       1.990810331308e-12      -4.752277485088e-12       0.000000000000e+00       7.274184090490e-16      -2.513435835899e-18       2.924103146515e-17 
 1695       5.226897531370e-11       1.971379787215e-12      -4.749675475018e-12       0.000000000000e+00       7.256933218492e-16      -2.766085808570e-18       2.896270039018e-17 
 1696       5.235154727697e-11       1.951964607966e-12      -4.745943092439e-12       0.000000000000e+00       7.239732526462e-16      -2.969164366941e-18       2.868124710958e-17 
 1697       5.243352435188e-11       1.932570251781e-12      -4.741092066042e-12       0.000000000000e+00       7.222581878035e-16      -3.124499311742e-18       2.839677617377e-17 
 1698       5.251484669966e-11       1.913202202007e-12      -4.735134193830e-12       0.000000000000e+00       7.205481135128e-16      -3.233927685308e-18       2.810939265924e-17 
 1699       5.259545420795e-11       1.893865967156e-12      -4.728081343222e-12       0.000000000000e+00       7.188430157941e-16      -3.299295785494e-18       2.781920216925e-17 
