# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   29       1.399907936103e-10       2.523191758166e-15       2.491462035241e-13       0.000000000000e+00       1.594504414078e-10       1.587001655412e-11      -8.632095956247e-15 
   30       1.421865772128e-10       2.839435941410e-15       2.533224182822e-13       0.000000000000e+00       1.494875664384e-10       1.493639120102e-11      -7.008315443766e-15 
   31       1.444223603181e-10       3.182704957263e-15       2.565940240815e-13       0.000000000000e+00       1.403983034199e-10       1.408505323940e-11      -6.335763863159e-15 
   32       1.466899910605e-10       3.553758549751e-15       2.590057138945e-13       0.000000000000e+00       1.320387787743e-10       1.330879204976e-11      -6.691386962927e-15 
   33       1.489889033039e-10       3.953466908043e-15       2.604868394022e-13       0.000000000000e+00       1.243634232558e-10       1.260112330132e-11      -7.730204029591e-15 
   34       1.513127104101e-10       4.382685178275e-15       2.609209448368e-13       0.000000000000e+00       1.173042314827e-10       1.194995560686e-11      -8.879607851368e-15 
   35       1.536501203719e-10       4.842222110657e-15       2.601840246056e-13       0.000000000000e+00       1.107560973762e-10       1.133970892595e-11      -9.562622035535e-15 
   36       1.560081787099e-10       5.332912833421e-15       2.581816934906e-13       0.000000000000e+00       1.047020066136e-10       1.076831473836e-11      -9.711750409631e-15 
   37       1.583956012155e-10       5.855563525924e-15       2.548234206353e-13       0.000000000000e+00       9.912297092744e-11       1.023529511115e-11      -9.429371833368e-15 
   38       1.608157880366e-10       6.410927166256e-15       2.500120305002e-13       0.000000000000e+00       9.396017939584e-11       9.736857403089e-12      -8.855164707331e-15 
   39       1.632678506152e-10       6.999721342187e-15       2.436655055934e-13       0.000000000000e+00       8.913620487710e-11       9.267683015517e-12      -8.149508582619e-15 
   40       1.657516944640e-10       7.622698474081e-15       2.357925849806e-13       0.000000000000e+00       8.463625780465e-11       8.827794309928e-12      -7.430154586166e-15 
   41       1.682635815067e-10       8.280593009081e-15       2.264420857873e-13       0.000000000000e+00       8.044848838639e-11       8.417501339532e-12      -6.818589844110e-15 
   42       1.707940870912e-10       8.974099560647e-15       2.156839871033e-13       0.000000000000e+00       7.653974229848e-11       8.035346860075e-12      -6.458810620798e-15 
   43       1.733326278207e-10       9.703870769951e-15       2.035814314200e-13       0.000000000000e+00       7.286781847324e-11       7.678815421739e-12      -6.473504957147e-15 
   44       1.758839784060e-10       1.047051545928e-14       1.900934641433e-13       0.000000000000e+00       6.942705055809e-11       7.347094726730e-12      -6.813215911351e-15 
   45       1.784560180743e-10       1.127459608469e-14       1.751439832058e-13       0.000000000000e+00       6.621392047402e-11       7.038912097922e-12      -7.362322739125e-15 
   46       1.810549247040e-10       1.211662636999e-14       1.586476623325e-13       0.000000000000e+00       6.321337304245e-11       6.751645839820e-12      -7.978540326931e-15 
   47       1.836849690232e-10       1.299706905288e-14       1.405092992092e-13       0.000000000000e+00       6.039791656609e-11       6.481224033037e-12      -8.491356369689e-15 
   48       1.863484545831e-10       1.391629519184e-14       1.206414981573e-13       0.000000000000e+00       5.773608331699e-11       6.223302266807e-12      -8.748674856125e-15 
   49       1.890459978689e-10       1.487445378164e-14       9.902513332412e-14       0.000000000000e+00       5.522272980810e-11       5.977425560312e-12      -8.775940938627e-15 
   50       1.917759735599e-10       1.587156151158e-14       7.566480940621e-14       0.000000000000e+00       5.285573249419e-11       5.743865753553e-12      -8.659186311620e-15 
   51       1.945341821680e-10       1.690753388432e-14       5.057229184954e-14       0.000000000000e+00       5.062696210680e-11       5.522409931283e-12      -8.501613804158e-15 
   52       1.973136516742e-10       1.798218100083e-14       2.376679045221e-14       0.000000000000e+00       4.852186178131e-11       5.312324469415e-12      -8.424494063124e-15 
   53       2.001073316381e-10       1.909532347649e-14      -4.736091942758e-15       0.000000000000e+00       4.652401616892e-11       5.112667507429e-12      -8.535953385447e-15 
   54       2.029174454506e-10       2.024718488568e-14      -3.496150243386e-14       0.000000000000e+00       4.463120923054e-11       4.923403457990e-12      -8.825850610310e-15 
   55       2.057481972269e-10       2.143809288527e-14      -6.694725184940e-14       0.000000000000e+00       4.284276032574e-11       4.744512423544e-12      -9.245431361377e-15 
   56       2.086030144841e-10       2.266836871979e-14      -1.007335031952e-13       0.000000000000e+00       4.115468683562e-11       4.575645991641e-12      -9.736631302565e-15 
   57       2.114844710560e-10       2.393832804337e-14      -1.363629633104e-13       0.000000000000e+00       3.955949155546e-11       4.416105890396e-12      -1.023162653818e-14 
   58       2.143942100065e-10       2.524828174156e-14      -1.738810745226e-13       0.000000000000e+00       3.804595008757e-11       4.264822643962e-12      -1.065238401308e-14 
   59       2.173332454464e-10       2.659838805842e-14      -2.133232903246e-13       0.000000000000e+00       3.660219922858e-11       4.120645703030e-12      -1.092945668149e-14 
   60       2.203031249060e-10       2.798816701009e-14      -2.546730164530e-13       0.000000000000e+00       3.522632253086e-11       3.983340993224e-12      -1.106448713358e-14 
   61       2.233049011412e-10       2.941687445572e-14      -2.978942238415e-13       0.000000000000e+00       3.391785163944e-11       3.852787715423e-12      -1.108145036440e-14 
   62       2.263387140365e-10       3.088363674455e-14      -3.429432646575e-13       0.000000000000e+00       3.267458278967e-11       3.728676673695e-12      -1.100888388209e-14 
   63       2.294037263632e-10       3.238744649730e-14      -3.897686261286e-13       0.000000000000e+00       3.149247609803e-11       3.610499489241e-12      -1.088009047315e-14 
   64       2.324980595381e-10       3.392715838754e-14      -4.383106843678e-13       0.000000000000e+00       3.036555485305e-11       3.497537814336e-12      -1.073334096755e-14 
   65       2.356197141458e-10       3.550162562685e-14      -4.885143063048e-13       0.000000000000e+00       2.928755386875e-11       3.389061751746e-12      -1.060337331061e-14 
   66       2.387697023947e-10       3.711015249267e-14      -5.403703104380e-13       0.000000000000e+00       2.825749650152e-11       3.284998181825e-12      -1.049334180046e-14 
   67       2.419494661833e-10       3.875213037998e-14      -5.938823726372e-13       0.000000000000e+00       2.727512221194e-11       3.185385112671e-12      -1.039727209307e-14 
   68       2.451599148639e-10       4.042690527648e-14      -6.490550639354e-13       0.000000000000e+00       2.633919090629e-11       3.090170122085e-12      -1.030820076190e-14 
   69       2.484013885468e-10       4.213377747970e-14      -7.058939637417e-13       0.000000000000e+00       2.544743115229e-11       2.999205423413e-12      -1.021813460316e-14 
   70       2.516736214045e-10       4.387200131412e-14      -7.644057730550e-13       0.000000000000e+00       2.459648839479e-11       2.912242931396e-12      -1.011800994100e-14 
   71       2.549757049758e-10       4.564078484833e-14      -8.245984276771e-13       0.000000000000e+00       2.378187317145e-11       2.828929328005e-12      -9.997651932788e-15 
   72       2.583066738864e-10       4.743925296008e-14      -8.864735111836e-13       0.000000000000e+00       2.299911546982e-11       2.748900948059e-12      -9.848645579742e-15 
   73       2.616674747147e-10       4.926632895255e-14      -9.500015562430e-13       0.000000000000e+00       2.224759939852e-11       2.672100486528e-12      -9.673677194077e-15 
   74       2.650593104943e-10       5.112082959734e-14      -1.015142184908e-12       0.000000000000e+00       2.152737442568e-11       2.598512449432e-12      -9.478920832637e-15 
   75       2.684830296809e-10       5.300149867241e-14      -1.081851327267e-12       0.000000000000e+00       2.083799062179e-11       2.528066110494e-12      -9.271310811533e-15 
   76       2.719391036665e-10       5.490700584246e-14      -1.150081158850e-12       0.000000000000e+00       2.017847441282e-11       2.460632855979e-12      -9.058567488668e-15 
   77       2.754276042945e-10       5.683594553918e-14      -1.219780038042e-12       0.000000000000e+00       1.954730433349e-11       2.396023529529e-12      -8.849223046254e-15 
   78       2.789481813741e-10       5.878683584161e-14      -1.290892443485e-12       0.000000000000e+00       1.894238678033e-11       2.333985776993e-12      -8.652647273338e-15 
   79       2.825000401952e-10       6.075811735645e-14      -1.363358911494e-12       0.000000000000e+00       1.836103176496e-11       2.274201391263e-12      -8.479073348318e-15 
   80       2.860823819304e-10       6.274820030814e-14      -1.437120675705e-12       0.000000000000e+00       1.780062079041e-11       2.216365313352e-12      -8.337205345853e-15 
   81       2.896958623898e-10       6.475561769044e-14      -1.512134651665e-12       0.000000000000e+00       1.726079739865e-11       2.160444277198e-12      -8.226505537418e-15 
   82       2.933413467413e-10       6.677889679260e-14      -1.588360952478e-12       0.000000000000e+00       1.674161456487e-11       2.106458445930e-12      -8.143608451909e-15 
   83       2.970194554252e-10       6.881651312857e-14      -1.665758441813e-12       0.000000000000e+00       1.624286510990e-11       2.054402619813e-12      -8.084601476254e-15 
   84       3.007305502410e-10       7.086689021004e-14      -1.744284758382e-12       0.000000000000e+00       1.576407027047e-11       2.004245093238e-12      -8.045005855058e-15 
   85       3.044747204340e-10       7.292839931961e-14      -1.823896340436e-12       0.000000000000e+00       1.530446826945e-11       1.955926511707e-12      -8.019757690240e-15 
   86       3.082517687820e-10       7.499935928381e-14      -1.904548450248e-12       0.000000000000e+00       1.486300288619e-11       1.909358728822e-12      -8.003188940672e-15 
   87       3.120611976816e-10       7.707803624626e-14      -1.986195198600e-12       0.000000000000e+00       1.443831202670e-11       1.864423663266e-12      -7.989008421821e-15 
   88       3.159021952355e-10       7.916264344070e-14      -2.068789569273e-12       0.000000000000e+00       1.402871629402e-11       1.820972155796e-12      -7.970282805387e-15 
   89       3.197739475959e-10       8.125136731179e-14      -2.152282250645e-12       0.000000000000e+00       1.363261880653e-11       1.778860985448e-12      -7.940924012012e-15 
   90       3.236766624765e-10       8.334245106783e-14      -2.236617867068e-12       0.000000000000e+00       1.324980144472e-11       1.738073064267e-12      -7.900460202376e-15 
   91       3.276106813094e-10       8.543412387768e-14      -2.321738198684e-12       0.000000000000e+00       1.288031183115e-11       1.698614079037e-12      -7.849981674494e-15 
   92       3.315761583805e-10       8.752457585527e-14      -2.407583328209e-12       0.000000000000e+00       1.252406498858e-11       1.660475447158e-12      -7.790704612646e-15 
   93       3.355730518048e-10       8.961195822749e-14      -2.494091647544e-12       0.000000000000e+00       1.218083807129e-11       1.623633745303e-12      -7.723974654701e-15 
   94       3.396011144998e-10       9.169438350195e-14      -2.581199864401e-12       0.000000000000e+00       1.185026509640e-11       1.588050138082e-12      -7.651270459448e-15 
   95       3.436598851607e-10       9.376992563482e-14      -2.668843008909e-12       0.000000000000e+00       1.153183167513e-11       1.553669806703e-12      -7.574207273915e-15 
   96       3.477486792345e-10       9.583662019864e-14      -2.756954440237e-12       0.000000000000e+00       1.122486974411e-11       1.520421377627e-12      -7.494540500702e-15 
   97       3.518665798942e-10       9.789246455014e-14      -2.845465853210e-12       0.000000000000e+00       1.092855229667e-11       1.488216351235e-12      -7.414169265301e-15 
   98       3.560124290135e-10       9.993541799805e-14      -2.934307284921e-12       0.000000000000e+00       1.064188811412e-11       1.456948530482e-12      -7.335139983426e-15 
   99       3.601851173822e-10       1.019634478790e-13      -3.023408414861e-12       0.000000000000e+00       1.036394886744e-11       1.426519247599e-12      -7.259234716816e-15 
  100       3.643845217664e-10       1.039746748687e-13      -3.112702661102e-12       0.000000000000e+00       1.009459851440e-11       1.396918356236e-12      -7.186662001115e-15 
  101       3.686106844253e-10       1.059672486607e-13      -3.202123679294e-12       0.000000000000e+00       9.833857908202e-12       1.368153703144e-12      -7.117186349399e-15 
  102       3.728635203811e-10       1.079393046089e-13      -3.291604142927e-12       0.000000000000e+00       9.581679222886e-12       1.340226098220e-12      -7.050525473581e-15 
  103       3.771428120203e-10       1.098889644524e-13      -3.381075765629e-12       0.000000000000e+00       9.337943501230e-12       1.313129055863e-12      -6.986348818866e-15 
  104       3.814482036954e-10       1.118143370398e-13      -3.470469323461e-12       0.000000000000e+00       9.102458202657e-12       1.286848536344e-12      -6.924276098213e-15 
  105       3.857791963263e-10       1.137135190528e-13      -3.559714677208e-12       0.000000000000e+00       8.874954751143e-12       1.261362687168e-12      -6.863875826790e-15 
  106       3.901351420021e-10       1.155845957315e-13      -3.648740794683e-12       0.000000000000e+00       8.655086083115e-12       1.236641584436e-12      -6.804663856440e-15 
  107       3.945152385827e-10       1.174256415978e-13      -3.737475773013e-12       0.000000000000e+00       8.442424195356e-12       1.212646974209e-12      -6.746101910132e-15 
  108       3.989185242998e-10       1.192347211801e-13      -3.825846860939e-12       0.000000000000e+00       8.236457692913e-12       1.189332013877e-12      -6.687596116425e-15 
  109       4.033438723592e-10       1.210098897373e-13      -3.913780481112e-12       0.000000000000e+00       8.036589336998e-12       1.166641013514e-12      -6.628495543928e-15 
  110       4.077901816384e-10       1.227492421924e-13      -4.001202786492e-12       0.000000000000e+00       7.842270641536e-12       1.144522315058e-12      -6.568223806711e-15 
  111       4.122569881004e-10       1.244510654943e-13      -4.088041362660e-12       0.000000000000e+00       7.653430501366e-12       1.122969358036e-12      -6.506696167418e-15 
  112       4.167439218887e-10       1.261137072010e-13      -4.174223786101e-12       0.000000000000e+00       7.470097085421e-12       1.101984409791e-12      -6.443953319977e-15 
  113       4.212505147946e-10       1.277355301983e-13      -4.259677136804e-12       0.000000000000e+00       7.292264599142e-12       1.081565769437e-12      -6.380032934480e-15 
  114       4.257761967856e-10       1.293149138975e-13      -4.344328025809e-12       0.000000000000e+00       7.119892179298e-12       1.061707638337e-12      -6.314969499464e-15 
  115       4.303202925341e-10       1.308502554337e-13      -4.428102622744e-12       0.000000000000e+00       6.952902788807e-12       1.042399990595e-12      -6.248794164189e-15 
  116       4.348820179465e-10       1.323399708640e-13      -4.510926683377e-12       0.000000000000e+00       6.791182111553e-12       1.023628443530e-12      -6.181534580928e-15 
  117       4.394604766921e-10       1.337824963652e-13      -4.592725577155e-12       0.000000000000e+00       6.634577447205e-12       1.005374128161e-12      -6.113214747240e-15 
  118       4.440546567315e-10       1.351762894323e-13      -4.673424314752e-12       0.000000000000e+00       6.482896606040e-12       9.876135596907e-13      -6.043854848256e-15 
  119       4.486634268456e-10       1.365198300763e-13      -4.752947575612e-12       0.000000000000e+00       6.335906803759e-12       9.703185079861e-13      -5.973471098961e-15 
  120       4.532855331643e-10       1.378116220223e-13      -4.831219735493e-12       0.000000000000e+00       6.193333556307e-12       9.534558680617e-13      -5.902075586474e-15 
  121       4.579195956958e-10       1.390501939077e-13      -4.908164894014e-12       0.000000000000e+00       6.054859574694e-12       9.369875305613e-13      -5.829676112333e-15 
  122       4.625641048545e-10       1.402341004801e-13      -4.983706902193e-12       0.000000000000e+00       5.920123659812e-12       9.208702522406e-13      -5.756276034771e-15 
  123       4.672176044203e-10       1.413619714812e-13      -5.057770342366e-12       0.000000000000e+00       5.788798629147e-12       9.050657988659e-13      -5.681903966730e-15 
  124       4.718792716073e-10       1.424326621051e-13      -5.130283536696e-12       0.000000000000e+00       5.660837587836e-12       8.895729691943e-13      -5.606707068996e-15 
  125       4.765483974027e-10       1.434451221631e-13      -5.201175937807e-12       0.000000000000e+00       5.536253998630e-12       8.743990230133e-13      -5.530868227425e-15 
  126       4.812242041223e-10       1.443983515035e-13      -5.270377242045e-12       0.000000000000e+00       5.415044705689e-12       8.595496900495e-13      -5.454577233575e-15 
  127       4.859058434058e-10       1.452914015847e-13      -5.337817424521e-12       0.000000000000e+00       5.297189451206e-12       8.450291212726e-13      -5.378030861885e-15 
  128       4.905923942127e-10       1.461233770485e-13      -5.403426774146e-12       0.000000000000e+00       5.182650392035e-12       8.308398401990e-13      -5.301432946856e-15 
  129       4.952828608178e-10       1.468934372934e-13      -5.467135928669e-12       0.000000000000e+00       5.071371616323e-12       8.169826941958e-13      -5.224994460235e-15 
  130       4.999761708066e-10       1.476007980478e-13      -5.528875909716e-12       0.000000000000e+00       4.963278660134e-12       8.034568057846e-13      -5.148933588191e-15 
  131       5.046711730713e-10       1.482447329431e-13      -5.588578157825e-12       0.000000000000e+00       4.858278024080e-12       7.902595239455e-13      -5.073475808502e-15 
  132       5.093666358059e-10       1.488245750874e-13      -5.646174567485e-12       0.000000000000e+00       4.756256689948e-12       7.773863754208e-13      -4.998853967731e-15 
  133       5.140612445022e-10       1.493397186382e-13      -5.701597522173e-12       0.000000000000e+00       4.657081637327e-12       7.648310160187e-13      -4.925308358412e-15 
  134       5.187535999452e-10       1.497896203761e-13      -5.754779929390e-12       0.000000000000e+00       4.560599360239e-12       7.525851819177e-13      -4.853086796229e-15 
  135       5.234422162088e-10       1.501738012779e-13      -5.805655255703e-12       0.000000000000e+00       4.466635383765e-12       7.406386409699e-13      -4.782444697195e-15 
  136       5.281255186513e-10       1.504918480897e-13      -5.854157561778e-12       0.000000000000e+00       4.374993780671e-12       7.289791440050e-13      -4.713645154838e-15 
  137       5.328019796713e-10       1.507434433945e-13      -5.900222165895e-12       0.000000000000e+00       4.285498734022e-12       7.175948567798e-13      -4.646894743255e-15 
  138       5.374705460725e-10       1.509284559949e-13      -5.943787637814e-12       0.000000000000e+00       4.198125102227e-12       7.064820429284e-13      -4.582143265452e-15 
  139       5.421302523277e-10       1.510468629096e-13      -5.984794078628e-12       0.000000000000e+00       4.112880511158e-12       6.956380874084e-13      -4.519263333001e-15 
  140       5.467800856672e-10       1.510987234563e-13      -6.023182549458e-12       0.000000000000e+00       4.029764305948e-12       6.850590545453e-13      -4.458112453169e-15 
  141       5.514189849483e-10       1.510841810059e-13      -6.058895110485e-12       0.000000000000e+00       3.948767334496e-12       6.747396550805e-13      -4.398532698131e-15 
  142       5.560458395258e-10       1.510034647361e-13      -6.091874859975e-12       0.000000000000e+00       3.869871730966e-12       6.646732132214e-13      -4.340350374200e-15 
  143       5.606594881218e-10       1.508568913864e-13      -6.122065973302e-12       0.000000000000e+00       3.793050699289e-12       6.548516336894e-13      -4.283375691042e-15 
  144       5.652587176956e-10       1.506448670112e-13      -6.149413741980e-12       0.000000000000e+00       3.718268296666e-12       6.452653687697e-13      -4.227402430901e-15 
  145       5.698422623137e-10       1.503678887348e-13      -6.173864612685e-12       0.000000000000e+00       3.645479217073e-12       6.359033853598e-13      -4.172207617818e-15 
  146       5.744088020199e-10       1.500265465050e-13      -6.195366226286e-12       0.000000000000e+00       3.574628574756e-12       6.267531320184e-13      -4.117551186852e-15 
  147       5.789569617053e-10       1.496215248474e-13      -6.213867456866e-12       0.000000000000e+00       3.505651687739e-12       6.178005060150e-13      -4.063175653302e-15 
  148       5.834853099782e-10       1.491536046193e-13      -6.229318450753e-12       0.000000000000e+00       3.438473861324e-12       6.090298203780e-13      -4.008805781926e-15 
  149       5.879923580339e-10       1.486236647643e-13      -6.241670665546e-12       0.000000000000e+00       3.373010171593e-12       6.004237709445e-13      -3.954148256166e-15 
  150       5.924765585251e-10       1.480326840656e-13      -6.250876909138e-12       0.000000000000e+00       3.309165248910e-12       5.919634034089e-13      -3.898891347366e-15 
  151       5.969363044316e-10       1.473817429011e-13      -6.256891378749e-12       0.000000000000e+00       3.246833061422e-12       5.836280803717e-13      -3.842704583992e-15 
  152       6.013699279304e-10       1.466720249966e-13      -6.259669699944e-12       0.000000000000e+00       3.185896698564e-12       5.753954483891e-13      -3.785238420859e-15 
  153       6.057758226283e-10       1.459048053145e-13      -6.259169227537e-12       0.000000000000e+00       3.126252535731e-12       5.672465826875e-13      -3.726208679667e-15 
  154       6.101528254201e-10       1.450814087593e-13      -6.255349897600e-12       0.000000000000e+00       3.067885710970e-12       5.591820286667e-13      -3.665659397178e-15 
  155       6.144998681299e-10       1.442032509607e-13      -6.248173529412e-12       0.000000000000e+00       3.010801282747e-12       5.512071953637e-13      -3.603723888445e-15 
  156       6.188158568406e-10       1.432718534641e-13      -6.237603610730e-12       0.000000000000e+00       2.955000387662e-12       5.433273052495e-13      -3.540542271109e-15 
  157       6.230996713921e-10       1.422888454141e-13      -6.223605338149e-12       0.000000000000e+00       2.900480148117e-12       5.355473876487e-13      -3.476261566349e-15 
  158       6.273501648792e-10       1.412559652382e-13      -6.206145657462e-12       0.000000000000e+00       2.847233579996e-12       5.278722721572e-13      -3.411035799844e-15 
  159       6.315661631506e-10       1.401750623300e-13      -6.185193304020e-12       0.000000000000e+00       2.795249500331e-12       5.203065820613e-13      -3.345026102728e-15 
  160       6.357464643065e-10       1.390480987328e-13      -6.160718843094e-12       0.000000000000e+00       2.744512434985e-12       5.128547277559e-13      -3.278400812547e-15 
  161       6.398898381972e-10       1.378771508232e-13      -6.132694710232e-12       0.000000000000e+00       2.695002526320e-12       5.055209001634e-13      -3.211335574216e-15 
  162       6.439950259212e-10       1.366644109944e-13      -6.101095251623e-12       0.000000000000e+00       2.646695440872e-12       4.983090641521e-13      -3.144013440974e-15 
  163       6.480607393236e-10       1.354121893397e-13      -6.065896764453e-12       0.000000000000e+00       2.599562277028e-12       4.912229519546e-13      -3.076624975345e-15 
  164       6.520856604944e-10       1.341229153365e-13      -6.027077537269e-12       0.000000000000e+00       2.553569472696e-12       4.842660565866e-13      -3.009368350090e-15 
  165       6.560684412665e-10       1.327991395289e-13      -5.984617890338e-12       0.000000000000e+00       2.508678712981e-12       4.774416252654e-13      -2.942449449169e-15 
  166       6.600077027144e-10       1.314435352120e-13      -5.938500216007e-12       0.000000000000e+00       2.464846837859e-12       4.707526528284e-13      -2.876081968692e-15 
  167       6.639020346520e-10       1.300589001149e-13      -5.888709019060e-12       0.000000000000e+00       2.422025749853e-12       4.642018751518e-13      -2.810487517883e-15 
  168       6.677499951311e-10       1.286481580843e-13      -5.835230957087e-12       0.000000000000e+00       2.380162321701e-12       4.577917625689e-13      -2.745895720028e-15 
  169       6.715501099397e-10       1.272143607683e-13      -5.778054880833e-12       0.000000000000e+00       2.339198304037e-12       4.515245132888e-13      -2.682544313442e-15 
  170       6.753008721003e-10       1.257606892994e-13      -5.717171874568e-12       0.000000000000e+00       2.299070233062e-12       4.454020468153e-13      -2.620679252416e-15 
  171       6.790008397308e-10       1.242903612399e-13      -5.652574609057e-12       0.000000000000e+00       2.259722266675e-12       4.394254636203e-13      -2.560502010368e-15 
  172       6.826489398350e-10       1.228063391857e-13      -5.584255255458e-12       0.000000000000e+00       2.221146087214e-12       4.335933873892e-13      -2.502006347204e-15 
  173       6.862441889992e-10       1.213116009781e-13      -5.512207474013e-12       0.000000000000e+00       2.183344164420e-12       4.279034712953e-13      -2.445128061530e-15 
  174       6.897855972096e-10       1.198092335428e-13      -5.436427123052e-12       0.000000000000e+00       2.146317087187e-12       4.223529106087e-13      -2.389796449742e-15 
  175       6.932721677521e-10       1.183024341866e-13      -5.356912296545e-12       0.000000000000e+00       2.110063523983e-12       4.169384339375e-13      -2.335934191568e-15 
  176       6.967028971113e-10       1.167945118946e-13      -5.273663361658e-12       0.000000000000e+00       2.074580183269e-12       4.116562944685e-13      -2.283457235617e-15 
  177       7.000767748710e-10       1.152888886268e-13      -5.186682996312e-12       0.000000000000e+00       2.039861773922e-12       4.065022612081e-13      -2.232274684915e-15 
  178       7.033927836129e-10       1.137891006155e-13      -5.095976226736e-12       0.000000000000e+00       2.005900965658e-12       4.014716102231e-13      -2.182288682456e-15 
