# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  254       7.343806578630e-10       3.573404072900e-13       9.357644617066e-12       0.000000000000e+00       6.787400608713e-13       1.576212229421e-13       1.047450075151e-15 
  255       7.317342028680e-10       3.694586918636e-13       9.573794027608e-12       0.000000000000e+00       6.704780231181e-13       1.558126601120e-13       1.077441755726e-15 
  256       7.290189323700e-10       3.818812143777e-13       9.788254990065e-12       0.000000000000e+00       6.623530329483e-13       1.540261636301e-13       1.107062448141e-15 
  257       7.262358213102e-10       3.946087504273e-13       1.000092328258e-11       0.000000000000e+00       6.543617460323e-13       1.522604705920e-13       1.136303298438e-15 
  258       7.233858768089e-10       4.076419925574e-13       1.021169333623e-11       0.000000000000e+00       6.465005725578e-13       1.505142519192e-13       1.165155522165e-15 
  259       7.204701384055e-10       4.209815491982e-13       1.042045822945e-11       0.000000000000e+00       6.387656742681e-13       1.487861116032e-13       1.193610406369e-15 
  260       7.174896782983e-10       4.346279436001e-13       1.062710968239e-11       0.000000000000e+00       6.311529615012e-13       1.470745859494e-13       1.221659311582e-15 
  261       7.144456015841e-10       4.485816127686e-13       1.083153805133e-11       0.000000000000e+00       6.236580902289e-13       1.453781428206e-13       1.249293673810e-15 
  262       7.113390464983e-10       4.628429063993e-13       1.103363232306e-11       0.000000000000e+00       6.162764590954e-13       1.436951808810e-13       1.276505006525e-15 
  263       7.081711846545e-10       4.774120858131e-13       1.123328010926e-11       0.000000000000e+00       6.090032064564e-13       1.420240288402e-13       1.303284902650e-15 
  264       7.049432212847e-10       4.922893228909e-13       1.143036764094e-11       0.000000000000e+00       6.018332074178e-13       1.403629446969e-13       1.329625036554e-15 
  265       7.016563954786e-10       5.074746990089e-13       1.162477976276e-11       0.000000000000e+00       5.947610708749e-13       1.387101149826e-13       1.355517166033e-15 
  266       6.983119234018e-10       5.229679352839e-13       1.181640784011e-11       0.000000000000e+00       5.877821615545e-13       1.370640464635e-13       1.380954654580e-15 
  267       6.949108240385e-10       5.387675692778e-13       1.200517396722e-11       0.000000000000e+00       5.808957337204e-13       1.354247663644e-13       1.405937125635e-15 
  268       6.914540844528e-10       5.548717315142e-13       1.219100806270e-11       0.000000000000e+00       5.741019618745e-13       1.337926858486e-13       1.430466064937e-15 
  269       6.879427161014e-10       5.712784086307e-13       1.237384008295e-11       0.000000000000e+00       5.674009298516e-13       1.321682133355e-13       1.454543327546e-15 
  270       6.843777549774e-10       5.879854418605e-13       1.255360002994e-11       0.000000000000e+00       5.607926295893e-13       1.305517544074e-13       1.478171142400e-15 
  271       6.807602617534e-10       6.049905255130e-13       1.273021795899e-11       0.000000000000e+00       5.542769598996e-13       1.289437117166e-13       1.501352116872e-15 
  272       6.770913219251e-10       6.222912054550e-13       1.290362398651e-11       0.000000000000e+00       5.478537252391e-13       1.273444848926e-13       1.524089241326e-15 
  273       6.733720459552e-10       6.398848775917e-13       1.307374829777e-11       0.000000000000e+00       5.415226344800e-13       1.257544704482e-13       1.546385893680e-15 
  274       6.696035694162e-10       6.577687863477e-13       1.324052115462e-11       0.000000000000e+00       5.352832996806e-13       1.241740616874e-13       1.568245843959e-15 
  275       6.657870531345e-10       6.759400231482e-13       1.340387290335e-11       0.000000000000e+00       5.291352348566e-13       1.226036486117e-13       1.589673258856e-15 
  276       6.619236833335e-10       6.943955248998e-13       1.356373398233e-11       0.000000000000e+00       5.230778547513e-13       1.210436178274e-13       1.610672706286e-15 
  277       6.580146717773e-10       7.131320724714e-13       1.372003492987e-11       0.000000000000e+00       5.171104736066e-13       1.194943524521e-13       1.631249159950e-15 
  278       6.540612559141e-10       7.321462891757e-13       1.387270639192e-11       0.000000000000e+00       5.112323039337e-13       1.179562320223e-13       1.651408003886e-15 
  279       6.500646990196e-10       7.514346392499e-13       1.402167912986e-11       0.000000000000e+00       5.054424552841e-13       1.164296323997e-13       1.671155037031e-15 
  280       6.460262903406e-10       7.709934263367e-13       1.416688402824e-11       0.000000000000e+00       4.997399330200e-13       1.149149256785e-13       1.690496477780e-15 
  281       6.419473452385e-10       7.908187919655e-13       1.430825210256e-11       0.000000000000e+00       4.941236370851e-13       1.134124800923e-13       1.709438968540e-15 
  282       6.378292053330e-10       8.109067140332e-13       1.444571450704e-11       0.000000000000e+00       4.885923607758e-13       1.119226599207e-13       1.727989580290e-15 
  283       6.336732386448e-10       8.312530052854e-13       1.457920254233e-11       0.000000000000e+00       4.831447895114e-13       1.104458253968e-13       1.746155817138e-15 
  284       6.294808397402e-10       8.518533117976e-13       1.470864766335e-11       0.000000000000e+00       4.777794996053e-13       1.089823326138e-13       1.763945620880e-15 
  285       6.252534298736e-10       8.727031114557e-13       1.483398148696e-11       0.000000000000e+00       4.724949570353e-13       1.075325334320e-13       1.781367375558e-15 
  286       6.209924571317e-10       8.937977124374e-13       1.495513579980e-11       0.000000000000e+00       4.672895162149e-13       1.060967753856e-13       1.798429912016e-15 
  287       6.166993965765e-10       9.151322516934e-13       1.507204256601e-11       0.000000000000e+00       4.621614187636e-13       1.046754015899e-13       1.815142512459e-15 
  288       6.123757503890e-10       9.367016934278e-13       1.518463393501e-11       0.000000000000e+00       4.571087922780e-13       1.032687506480e-13       1.831514915013e-15 
  289       6.080230480129e-10       9.585008275798e-13       1.529284224922e-11       0.000000000000e+00       4.521296491023e-13       1.018771565580e-13       1.847557318277e-15 
  290       6.036428462976e-10       9.805242683045e-13       1.539660005188e-11       0.000000000000e+00       4.472218850992e-13       1.005009486197e-13       1.863280385888e-15 
  291       5.992367296420e-10       1.002766452453e-12       1.549584009478e-11       0.000000000000e+00       4.423832784206e-13       9.914045134159e-14       1.878695251074e-15 
  292       5.948063101379e-10       1.025221638056e-12       1.559049534601e-11       0.000000000000e+00       4.376114882785e-13       9.779598434784e-14       1.893813521213e-15 
  293       5.903532277138e-10       1.047883902802e-12       1.568049899774e-11       0.000000000000e+00       4.329040537155e-13       9.646786228525e-14       1.908647282392e-15 
  294       5.858791502777e-10       1.070747142519e-12       1.576578447399e-11       0.000000000000e+00       4.282583923758e-13       9.515639473013e-14       1.923209103963e-15 
  295       5.813857738614e-10       1.093805069657e-12       1.584628543835e-11       0.000000000000e+00       4.236717992760e-13       9.386188609528e-14       1.937512043103e-15 
  296       5.768748227631e-10       1.117051211767e-12       1.592193580179e-11       0.000000000000e+00       4.191414455755e-13       9.258463553690e-14       1.951569649370e-15 
  297       5.723479457392e-10       1.140479068052e-12       1.599267635603e-11       0.000000000000e+00       4.146649104430e-13       9.132487826803e-14       1.965392930191e-15 
  298       5.678063986891e-10       1.164082590568e-12       1.605847501527e-11       0.000000000000e+00       4.102418078327e-13       9.008260652839e-14       1.978981074479e-15 
  299       5.632513467930e-10       1.187855723498e-12       1.611930757560e-11       0.000000000000e+00       4.058722365517e-13       8.885773971210e-14       1.992330286046e-15 
  300       5.586839670742e-10       1.211792245897e-12       1.617515119490e-11       0.000000000000e+00       4.015562538021e-13       8.765018200361e-14       2.005436782384e-15 
  301       5.541054484018e-10       1.235885770391e-12       1.622598440962e-11       0.000000000000e+00       3.972938746742e-13       8.645982220512e-14       2.018296795105e-15 
  302       5.495169914930e-10       1.260129741864e-12       1.627178715144e-11       0.000000000000e+00       3.930850716404e-13       8.528653356412e-14       2.030906570376e-15 
  303       5.449198089156e-10       1.284517436163e-12       1.631254076409e-11       0.000000000000e+00       3.889297740486e-13       8.413017360087e-14       2.043262369357e-15 
  304       5.403151250908e-10       1.309041958788e-12       1.634822802008e-11       0.000000000000e+00       3.848278676154e-13       8.299058393590e-14       2.055360468640e-15 
  305       5.357041762956e-10       1.333696243585e-12       1.637883313741e-11       0.000000000000e+00       3.807791939206e-13       8.186759011750e-14       2.067197160685e-15 
  306       5.310882106653e-10       1.358473051449e-12       1.640434179635e-11       0.000000000000e+00       3.767835498996e-13       8.076100144921e-14       2.078768754256e-15 
  307       5.264684881961e-10       1.383364969013e-12       1.642474115615e-11       0.000000000000e+00       3.728406873377e-13       7.967061081732e-14       2.090071574862e-15 
  308       5.218462807477e-10       1.408364407345e-12       1.644001987184e-11       0.000000000000e+00       3.689503123636e-13       7.859619451838e-14       2.101101965192e-15 
  309       5.172228720457e-10       1.433463600643e-12       1.645016811090e-11       0.000000000000e+00       3.651120849426e-13       7.753751208667e-14       2.111856285551e-15 
  310       5.125995576844e-10       1.458654604933e-12       1.645517757009e-11       0.000000000000e+00       3.613256183704e-13       7.649430612171e-14       2.122330914301e-15 
  311       5.079776451289e-10       1.483929296761e-12       1.645504149209e-11       0.000000000000e+00       3.575904787666e-13       7.546630211575e-14       2.132522248295e-15 
  312       5.033584537182e-10       1.509279371889e-12       1.644975468235e-11       0.000000000000e+00       3.539061845685e-13       7.445320828126e-14       2.142426703316e-15 
  313       4.987433146674e-10       1.534696343992e-12       1.643931352577e-11       0.000000000000e+00       3.502722060240e-13       7.345471537845e-14       2.152040714515e-15 
  314       4.941335710701e-10       1.560171543352e-12       1.642371600346e-11       0.000000000000e+00       3.466879646859e-13       7.247049654271e-14       2.161360736846e-15 
  315       4.895305779015e-10       1.585696115554e-12       1.640296170948e-11       0.000000000000e+00       3.431528329051e-13       7.150020711217e-14       2.170383245505e-15 
  316       4.849357020202e-10       1.611261020180e-12       1.637705186760e-11       0.000000000000e+00       3.396661333240e-13       7.054348445515e-14       2.179104736369e-15 
  317       4.803503221715e-10       1.636857029507e-12       1.634598934802e-11       0.000000000000e+00       3.362271383704e-13       6.959994779769e-14       2.187521726429e-15 
  318       4.757758289895e-10       1.662474727198e-12       1.630977868415e-11       0.000000000000e+00       3.328350697508e-13       6.866919805100e-14       2.195630754233e-15 
  319       4.712136249995e-10       1.688104507004e-12       1.626842608930e-11       0.000000000000e+00       3.294890979440e-13       6.775081763900e-14       2.203428380317e-15 
  320       4.666651246211e-10       1.713736571450e-12       1.622193947349e-11       0.000000000000e+00       3.261883416948e-13       6.684437032577e-14       2.210911187648e-15 
  321       4.621317541702e-10       1.739360930541e-12       1.617032846013e-11       0.000000000000e+00       3.229318675075e-13       6.594940104309e-14       2.218075782057e-15 
  322       4.576149518619e-10       1.764967400449e-12       1.611360440282e-11       0.000000000000e+00       3.197186891391e-13       6.506543571791e-14       2.224918792681e-15 
  323       4.531161678128e-10       1.790545602213e-12       1.605178040205e-11       0.000000000000e+00       3.165477670934e-13       6.419198109986e-14       2.231436872395e-15 
  324       4.486368640437e-10       1.816084960430e-12       1.598487132198e-11       0.000000000000e+00       3.134180081143e-13       6.332852458870e-14       2.237626698254e-15 
  325       4.441785144821e-10       1.841574701956e-12       1.591289380715e-11       0.000000000000e+00       3.103282646793e-13       6.247453406188e-14       2.243484971928e-15 
  326       4.397426049648e-10       1.867003854596e-12       1.583586629927e-11       0.000000000000e+00       3.072773344931e-13       6.162945770201e-14       2.249008420140e-15 
  327       4.353306332403e-10       1.892361245805e-12       1.575380905389e-11       0.000000000000e+00       3.042639599811e-13       6.079272382431e-14       2.254193795101e-15 
  328       4.309441089715e-10       1.917635501377e-12       1.566674415725e-11       0.000000000000e+00       3.012868277832e-13       5.996374070417e-14       2.259037874954e-15 
  329       4.265845537381e-10       1.942815044145e-12       1.557469554290e-11       0.000000000000e+00       2.983445682470e-13       5.914189640463e-14       2.263537464202e-15 
  330       4.222535010393e-10       1.967888092674e-12       1.547768900856e-11       0.000000000000e+00       2.954357549216e-13       5.832655860384e-14       2.267689394154e-15 
  331       4.179524962962e-10       1.992842659956e-12       1.537575223280e-11       0.000000000000e+00       2.925589040510e-13       5.751707442258e-14       2.271490523358e-15 
  332       4.136829784035e-10       2.017667408745e-12       1.526891546718e-11       0.000000000000e+00       2.897127514116e-13       5.671290356586e-14       2.274938781375e-15 
  333       4.094459186711e-10       2.042354261433e-12       1.515721361180e-11       0.000000000000e+00       2.868970972033e-13       5.591402451741e-14       2.278036349522e-15 
  334       4.052421661313e-10       2.066895901511e-12       1.504068426309e-11       0.000000000000e+00       2.841119970371e-13       5.512054573341e-14       2.280786619786e-15 
  335       4.010725644430e-10       2.091284926831e-12       1.491936706398e-11       0.000000000000e+00       2.813574877126e-13       5.433257389957e-14       2.283193165575e-15 
  336       3.969379517661e-10       2.115513849234e-12       1.479330372142e-11       0.000000000000e+00       2.786335870127e-13       5.355021390330e-14       2.285259743286e-15 
  337       3.928391606350e-10       2.139575094171e-12       1.466253802382e-11       0.000000000000e+00       2.759402934978e-13       5.277356880592e-14       2.286990293874e-15 
  338       3.887770178326e-10       2.163461000333e-12       1.452711585852e-11       0.000000000000e+00       2.732775863007e-13       5.200273981487e-14       2.288388944419e-15 
  339       3.847523442646e-10       2.187163819271e-12       1.438708522931e-11       0.000000000000e+00       2.706454249212e-13       5.123782625588e-14       2.289460009705e-15 
  340       3.807659548334e-10       2.210675715026e-12       1.424249627386e-11       0.000000000000e+00       2.680437490203e-13       5.047892554520e-14       2.290207993779e-15 
  341       3.768186583117e-10       2.233988763750e-12       1.409340128125e-11       0.000000000000e+00       2.654724782153e-13       4.972613316176e-14       2.290637591527e-15 
  342       3.729112572168e-10       2.257094953335e-12       1.393985470938e-11       0.000000000000e+00       2.629315118741e-13       4.897954261939e-14       2.290753690245e-15 
  343       3.690445476847e-10       2.279986183035e-12       1.378191320251e-11       0.000000000000e+00       2.604207289099e-13       4.823924543901e-14       2.290561371202e-15 
  344       3.652193193438e-10       2.302654263092e-12       1.361963560870e-11       0.000000000000e+00       2.579399875755e-13       4.750533112085e-14       2.290065911217e-15 
  345       3.614363551888e-10       2.325090914364e-12       1.345308299731e-11       0.000000000000e+00       2.554891252586e-13       4.677788711661e-14       2.289272784227e-15 
  346       3.576964314550e-10       2.347287767944e-12       1.328231867645e-11       0.000000000000e+00       2.530679582753e-13       4.605699880166e-14       2.288187662853e-15 
  347       3.540003174922e-10       2.369236364792e-12       1.310740821049e-11       0.000000000000e+00       2.506762816658e-13       4.534274944728e-14       2.286816419975e-15 
  348       3.503487756385e-10       2.390928155355e-12       1.292841943750e-11       0.000000000000e+00       2.483138689883e-13       4.463522019280e-14       2.285165130297e-15 
  349       3.467425610943e-10       2.412354499195e-12       1.274542248678e-11       0.000000000000e+00       2.459804721137e-13       4.393449001786e-14       2.283240071923e-15 
  350       3.431824217964e-10       2.433506664614e-12       1.255848979628e-11       0.000000000000e+00       2.436758210204e-13       4.324063571453e-14       2.281047727920e-15 
  351       3.396690982919e-10       2.454375828276e-12       1.236769613012e-11       0.000000000000e+00       2.413996235887e-13       4.255373185958e-14       2.278594787891e-15 
  352       3.362033236123e-10       2.474953074839e-12       1.217311859602e-11       0.000000000000e+00       2.391515653954e-13       4.187385078663e-14       2.275888149548e-15 
  353       3.327858231473e-10       2.495229396570e-12       1.197483666285e-11       0.000000000000e+00       2.369313095085e-13       4.120106255837e-14       2.272934920274e-15 
  354       3.294173145188e-10       2.515195692981e-12       1.177293217804e-11       0.000000000000e+00       2.347384962817e-13       4.053543493875e-14       2.269742418703e-15 
  355       3.260985074549e-10       2.534842770446e-12       1.156748938509e-11       0.000000000000e+00       2.325727431490e-13       3.987703336516e-14       2.266318176279e-15 
  356       3.228301036641e-10       2.554161341830e-12       1.135859494103e-11       0.000000000000e+00       2.304336444192e-13       3.922592092068e-14       2.262669938834e-15 
  357       3.196127967087e-10       2.573142026115e-12       1.114633793393e-11       0.000000000000e+00       2.283207710709e-13       3.858215830620e-14       2.258805668155e-15 
  358       3.164472718796e-10       2.591775348020e-12       1.093080990032e-11       0.000000000000e+00       2.262336705463e-13       3.794580381268e-14       2.254733543552e-15 
  359       3.133342060694e-10       2.610051737633e-12       1.071210484274e-11       0.000000000000e+00       2.241718665467e-13       3.731691329333e-14       2.250461963432e-15 
  360       3.102742676470e-10       2.627961530032e-12       1.049031924715e-11       0.000000000000e+00       2.221348588264e-13       3.669554013579e-14       2.245999546864e-15 
  361       3.072681163315e-10       2.645494964909e-12       1.026555210046e-11       0.000000000000e+00       2.201221229875e-13       3.608173523435e-14       2.241355135154e-15 
  362       3.043164030657e-10       2.662642186200e-12       1.003790490797e-11       0.000000000000e+00       2.181331102748e-13       3.547554696211e-14       2.236537793410e-15 
  363       3.014197698907e-10       2.679393241705e-12       9.807481710858e-12       0.000000000000e+00       2.161672473699e-13       3.487702114324e-14       2.231556812114e-15 
  364       2.985788498196e-10       2.695738082716e-12       9.574389103674e-12       0.000000000000e+00       2.142239361859e-13       3.428620102511e-14       2.226421708693e-15 
  365       2.957942667113e-10       2.711666563643e-12       9.338736251796e-12       0.000000000000e+00       2.123025536624e-13       3.370312725053e-14       2.221142229086e-15 
  366       2.930666351447e-10       2.727168441637e-12       9.100634908920e-12       0.000000000000e+00       2.104024515596e-13       3.312783782994e-14       2.215728349317e-15 
  367       2.903965602926e-10       2.742233376214e-12       8.860199434529e-12       0.000000000000e+00       2.085229562531e-13       3.256036811359e-14       2.210190277062e-15 
  368       2.877846377959e-10       2.756850928884e-12       8.617546811379e-12       0.000000000000e+00       2.066633685283e-13       3.200075076375e-14       2.204538453221e-15 
  369       2.852314536371e-10       2.771010562775e-12       8.372796662967e-12       0.000000000000e+00       2.048229633754e-13       3.144901572691e-14       2.198783553487e-15 
  370       2.827375840148e-10       2.784701642254e-12       8.126071271017e-12       0.000000000000e+00       2.030009897836e-13       3.090519020597e-14       2.192936489914e-15 
  371       2.803035328643e-10       2.797914730878e-12       7.877486861211e-12       0.000000000000e+00       2.011968076834e-13       3.036929064306e-14       2.187006325620e-15 
  372       2.779295419846e-10       2.810645541965e-12       7.627127048869e-12       0.000000000000e+00       1.994103050985e-13       2.984129837912e-14       2.180993925743e-15 
  373       2.756157732403e-10       2.822891141756e-12       7.375068389239e-12       0.000000000000e+00       1.976414969022e-13       2.932118298806e-14       2.174898061306e-15 
  374       2.733623700646e-10       2.834648665792e-12       7.121389025359e-12       0.000000000000e+00       1.958903890564e-13       2.880891014559e-14       2.168717473435e-15 
  375       2.711694572790e-10       2.845915319669e-12       6.866168697943e-12       0.000000000000e+00       1.941569785253e-13       2.830444159449e-14       2.162450873114e-15 
  376       2.690371409133e-10       2.856688379790e-12       6.609488755264e-12       0.000000000000e+00       1.924412531895e-13       2.780773510986e-14       2.156096940939e-15 
  377       2.669655080251e-10       2.866965194120e-12       6.351432163044e-12       0.000000000000e+00       1.907431917598e-13       2.731874446435e-14       2.149654326874e-15 
  378       2.649546265198e-10       2.876743182942e-12       6.092083514335e-12       0.000000000000e+00       1.890627636906e-13       2.683741939343e-14       2.143121650008e-15 
  379       2.630045449702e-10       2.886019839606e-12       5.831529039405e-12       0.000000000000e+00       1.873999290945e-13       2.636370556061e-14       2.136497498309e-15 
  380       2.611152924362e-10       2.894792731289e-12       5.569856615623e-12       0.000000000000e+00       1.857546386554e-13       2.589754452275e-14       2.129780428376e-15 
  381       2.592868782847e-10       2.903059499744e-12       5.307155777348e-12       0.000000000000e+00       1.841268335427e-13       2.543887369523e-14       2.122968965201e-15 
  382       2.575192920094e-10       2.910817862058e-12       5.043517725808e-12       0.000000000000e+00       1.825164453253e-13       2.498762631727e-14       2.116061601920e-15 
  383       2.558125030504e-10       2.918065611404e-12       4.779035338990e-12       0.000000000000e+00       1.809233958848e-13       2.454373141716e-14       2.109056799569e-15 
  384       2.541664606141e-10       2.924800617793e-12       4.513803181523e-12       0.000000000000e+00       1.793475973303e-13       2.410711377748e-14       2.101952986838e-15 
  385       2.525810934927e-10       2.931020828833e-12       4.247917514563e-12       0.000000000000e+00       1.777889519112e-13       2.367769390038e-14       2.094748559830e-15 
  386       2.510563098843e-10       2.936724270479e-12       3.981476305682e-12       0.000000000000e+00       1.762473519319e-13       2.325538797284e-14       2.087441881812e-15 
  387       2.495919972127e-10       2.941909047789e-12       3.714579238746e-12       0.000000000000e+00       1.747226796650e-13       2.284010783189e-14       2.080031282975e-15 
  388       2.481880219466e-10       2.946573345677e-12       3.447327723807e-12       0.000000000000e+00       1.732148072656e-13       2.243176092987e-14       2.072515060185e-15 
  389       2.468442294201e-10       2.950715429667e-12       3.179824906985e-12       0.000000000000e+00       1.717235966848e-13       2.203025029971e-14       2.064891476739e-15 
  390       2.455604436518e-10       2.954333646647e-12       2.912175680354e-12       0.000000000000e+00       1.702488995838e-13       2.163547452013e-14       2.057158762124e-15 
  391       2.443364671649e-10       2.957426425626e-12       2.644486691828e-12       0.000000000000e+00       1.687905572475e-13       2.124732768093e-14       2.049315111767e-15 
  392       2.431720808072e-10       2.959992278482e-12       2.376866355042e-12       0.000000000000e+00       1.673484004986e-13       2.086569934822e-14       2.041358686796e-15 
  393       2.420670435703e-10       2.962029800723e-12       2.109424859244e-12       0.000000000000e+00       1.659222496112e-13       2.049047452968e-14       2.033287613789e-15 
  394       2.410210924096e-10       2.963537672234e-12       1.842274179175e-12       0.000000000000e+00       1.645119142247e-13       2.012153363980e-14       2.025099984535e-15 
  395       2.400339420643e-10       2.964514658037e-12       1.575528084956e-12       0.000000000000e+00       1.631171932577e-13       1.975875246515e-14       2.016793855786e-15 
  396       2.391052848768e-10       2.964959609042e-12       1.309302151973e-12       0.000000000000e+00       1.617378748218e-13       1.940200212962e-14       2.008367249013e-15 
  397       2.382347906128e-10       2.964871462801e-12       1.043713770763e-12       0.000000000000e+00       1.603737361354e-13       1.905114905964e-14       1.999818150163e-15 
  398       2.374221062805e-10       2.964249244264e-12       7.788821568980e-13       0.000000000000e+00       1.590245434377e-13       1.870605494950e-14       1.991144509411e-15 
  399       2.366668559513e-10       2.963092066530e-12       5.149283608704e-13       0.000000000000e+00       1.576900519023e-13       1.836657672652e-14       1.982344240918e-15 
  400       2.359686405784e-10       2.961399131603e-12       2.519752779789e-13       0.000000000000e+00       1.563700055511e-13       1.803256651636e-14       1.973415222586e-15 
  401       2.353270378176e-10       2.959169731147e-12      -9.852341786731e-15       0.000000000000e+00       1.550641371683e-13       1.770387160826e-14       1.964355295812e-15 
  402       2.347416018465e-10       2.956403247238e-12      -2.704278838603e-13       0.000000000000e+00       1.537721682142e-13       1.738033442024e-14       1.955162265245e-15 
  403       2.342118631841e-10       2.953099153118e-12      -5.296228592141e-13       0.000000000000e+00       1.524938087386e-13       1.706179246444e-14       1.945833898539e-15 
  404       2.337373285113e-10       2.949257013951e-12      -7.873068944738e-13       0.000000000000e+00       1.512287572953e-13       1.674807831228e-14       1.936367926112e-15 
  405       2.333174804898e-10       2.944876487575e-12      -1.043347722033e-12       0.000000000000e+00       1.499767008557e-13       1.643901955977e-14       1.926762040897e-15 
  406       2.329517775825e-10       2.939957325257e-12      -1.297611170168e-12       0.000000000000e+00       1.487373147223e-13       1.613443879275e-14       1.917013898101e-15 
  407       2.326396538730e-10       2.934499372447e-12      -1.549961153152e-12       0.000000000000e+00       1.475102624430e-13       1.583415355211e-14       1.907121114958e-15 
  408       2.323805188851e-10       2.928502569532e-12      -1.800259661373e-12       0.000000000000e+00       1.462951957246e-13       1.553797629908e-14       1.897081270484e-15 
  409       2.321737574033e-10       2.921966952590e-12      -2.048366751444e-12       0.000000000000e+00       1.450917543469e-13       1.524571438044e-14       1.886891905235e-15 
  410       2.320187292916e-10       2.914892654144e-12      -2.294140536320e-12       0.000000000000e+00       1.438995660764e-13       1.495716999382e-14       1.876550521060e-15 
  411       2.319148109767e-10       2.907280648967e-12      -2.537451788924e-12       0.000000000000e+00       1.427183123799e-13       1.467217540149e-14       1.866055351221e-15 
  412       2.318615218766e-10       2.899135018994e-12      -2.778228341681e-12       0.000000000000e+00       1.415479282995e-13       1.439070001356e-14       1.855407701230e-15 
  413       2.318584020846e-10       2.890460769919e-12      -3.016412236340e-12       0.000000000000e+00       1.403884094707e-13       1.411274702013e-14       1.844609690238e-15 
  414       2.319049709602e-10       2.881263094648e-12      -3.251945252634e-12       0.000000000000e+00       1.392397469207e-13       1.383831847468e-14       1.833663488448e-15 
  415       2.320007269782e-10       2.871547374586e-12      -3.484768908755e-12       0.000000000000e+00       1.381019270295e-13       1.356741528438e-14       1.822571317409e-15 
  416       2.321451475779e-10       2.861319180911e-12      -3.714824461822e-12       0.000000000000e+00       1.369749314898e-13       1.330003720025e-14       1.811335450325e-15 
  417       2.323376890127e-10       2.850584275864e-12      -3.942052908355e-12       0.000000000000e+00       1.358587372678e-13       1.303618280742e-14       1.799958212350e-15 
  418       2.325777861992e-10       2.839348614027e-12      -4.166394984745e-12       0.000000000000e+00       1.347533165635e-13       1.277584951536e-14       1.788441980893e-15 
  419       2.328648525663e-10       2.827618343603e-12      -4.387791167724e-12       0.000000000000e+00       1.336586367714e-13       1.251903354812e-14       1.776789185918e-15 
  420       2.331982799050e-10       2.815399807705e-12      -4.606181674836e-12       0.000000000000e+00       1.325746604406e-13       1.226572993453e-14       1.765002310245e-15 
  421       2.335774382170e-10       2.802699545631e-12      -4.821506464909e-12       0.000000000000e+00       1.315013452355e-13       1.201593249845e-14       1.753083889850e-15 
  422       2.340016755646e-10       2.789524294148e-12      -5.033705238523e-12       0.000000000000e+00       1.304386438962e-13       1.176963384900e-14       1.741036514170e-15 
  423       2.344703179197e-10       2.775880988777e-12      -5.242717438486e-12       0.000000000000e+00       1.293865041993e-13       1.152682537079e-14       1.728862826400e-15 
  424       2.349826690129e-10       2.761776765072e-12      -5.448482250301e-12       0.000000000000e+00       1.283448689176e-13       1.128749721413e-14       1.716565523799e-15 
  425       2.355380101834e-10       2.747218959901e-12      -5.650938602636e-12       0.000000000000e+00       1.273136757813e-13       1.105163828531e-14       1.704147357984e-15 
  426       2.361356002275e-10       2.732215112732e-12      -5.850025167798e-12       0.000000000000e+00       1.262928574383e-13       1.081923623675e-14       1.691611135241e-15 
  427       2.367746752486e-10       2.716772966912e-12      -6.045680362205e-12       0.000000000000e+00       1.252823414143e-13       1.059027745731e-14       1.678959716817e-15 
  428       2.374544485057e-10       2.700900470950e-12      -6.237842346851e-12       0.000000000000e+00       1.242820500737e-13       1.036474706249e-14       1.666196019226e-15 
  429       2.381741102637e-10       2.684605779799e-12      -6.426449027781e-12       0.000000000000e+00       1.232919005799e-13       1.014262888461e-14       1.653323014550e-15 
  430       2.389328276416e-10       2.667897256136e-12      -6.611438056564e-12       0.000000000000e+00       1.223118048556e-13       9.923905463147e-15       1.640343730741e-15 
  431       2.397297444628e-10       2.650783471649e-12      -6.792746830759e-12       0.000000000000e+00       1.213416695438e-13       9.708558034857e-15       1.627261251919e-15 
  432       2.405639811036e-10       2.633273208313e-12      -6.970312494388e-12       0.000000000000e+00       1.203813959674e-13       9.496566524072e-15       1.614078718675e-15 
  433       2.414346343427e-10       2.615375459678e-12      -7.144071938408e-12       0.000000000000e+00       1.194308800905e-13       9.287909532902e-15       1.600799328373e-15 
  434       2.423407772108e-10       2.597099432144e-12      -7.313961801181e-12       0.000000000000e+00       1.184900124786e-13       9.082564331476e-15       1.587426335452e-15 
  435       2.432814588396e-10       2.578454546251e-12      -7.479918468944e-12       0.000000000000e+00       1.175586782587e-13       8.880506848165e-15       1.573963051724e-15 
  436       2.442557043110e-10       2.559450437955e-12      -7.641878076282e-12       0.000000000000e+00       1.166367570803e-13       8.681711659816e-15       1.560412846679e-15 
  437       2.452625145066e-10       2.540096959911e-12      -7.799776506597e-12       0.000000000000e+00       1.157241230757e-13       8.486151981979e-15       1.546779147782e-15 
